Word,Morph1,Morph2,Pattern,Stress (1syl.2syl)
member,member,,Root,13
memoir,memoir,,Root,12
menfolk,men,folk,Root+Root,13
menses,menses,,Root,13
mental,mental,,Root,13
menthol,menthol,,Root,13
mention,mention,,Root,13
menu,menu,,Root,13
mercer,mercer,,Root,13
mercy,mercy,,Root,13
mermaid,mere,maid,Root+Root,12
mesquite,mesquite,,Root,12
messmate,mess,mate,Root+Root,13
metier,metier,,Root,13
metro,Metro,,Root,12
microbe,microbe,,Root,12
micron,micron,,Root,12
migraine,migraine,,Root,12
mildew,mildew,,Root,12
milepost,mile,post,Root+Root,12
milldam,mill,dam,Root+Root,13
millpond,mill,pond,Root+Root,13
millrace,mill,race,Root+Root,13
mingle,mingle,,Root,13
minion,minion,,Root,13
mischief,mischief,,Root,13
mishmash,mish,mash,Root+Root,12
mistake,mistake,,Root,31
mister,mister,,Root,13
molehill,mole,hill,Root+Root,12
monger,monger,,Root,13
monkey,monkey,,Root,13
monsieur,monsieur,,Root,31
monsoon,monsoon,,Root,31
montage,montage,,Root,31
morbid,morbid,,Root,13
mordant,mordant,,Root,13
morpheme,morpheme,,Root,13
mortal,mortal,,Root,13
mortgage,mortgage,,Root,13
motley,motley,,Root,13
mouthpart,mouth,part,Root+Root,12
mouthpiece,mouth,piece,Root+Root,12
mudguard,mud,guard,Root+Root,13
mugwump,mugwump,,Root,13
mukluk,mukluk,,Root,13
mumble,mumble,,Root,13
mundane,mundane,,Root,31
murder,murder,,Root,13
murmur,murmur,,Root,13
musket,musket,,Root,13
mustang,mustang,,Root,12
mustard,mustard,,Root,13
muster,muster,,Root,13
myrtle,myrtle,,Root,13
mystic,mystic,,Root,13
mystique,mystique,,Root,31
napkin,napkin,,Root,13
narthex,narthex,,Root,12
narwhal,narwhal,,Root,13
nasty,nasty,,Root,13
nazi,nazi,,Root,13
nearby,near,by,Root+Root,11
neckband,neck,band,Root+Root,13
necklace,neck,lace,Root+Root,13
nectar,nectar,,Root,13
neglect,neglect,,Root,31
nelson,nelson,,Root,13
network,net,work,Root+Root,12
neutral,neutral,,Root,13
neutron,neutron,,Root,12
nexus,nexus,,Root,13
nickname,nick,name,Root+Root,12
nifty,nifty,,Root,13
nightcap,night,cap,Root+Root,13
nimble,nimble,,Root,13
nimbus,nimbus,,Root,13
ninepins,nine,pins,Root+Root,13
nitwit,nit,wit,Root+Root,13
nonesuch,none,such,Root+Root,11
noontide,noon,tide,Root+Root,13
northeast,north,east,Root+Root,21
nosegay,nose,gay,Root+Root,13
noxious,noxious,,Root,13
number,number,,Root,13
nutshell,nut,shell,Root+Root,12
oatmeal,oat,meal,Root+Root,12
object,object,,Root,13
oblige,oblige,,Root,31
oblique,oblique,,Root,31
oblong,oblong,,Root,13
obscene,obscene,,Root,31
obsess,obsess,,Root,31
obtuse,obtuse,,Root,31
occlude,occlude,,Root,31
octave,octave,,Root,13
offbeat,off,beat,Root+Root,11
offhand,off,hand,Root+Root,11
offshoot,off,shoot,Root+Root,12
okra,okra,,Root,13
onion,onion,,Root,13
only,only,,Root,13
onrush,on,rush,Root+Root,12
onto,on,to,Root+Root,13
oppress,oppress,,Root,31
optics,optics,,Root,13
orchard,orchard,,Root,13
orchid,orchid,,Root,13
ordain,ordain,,Root,31
ordeal,ordeal,,Root,31
order,order,,Root,13
ordure,ordure,,Root,12
organ,organ,,Root,13
orphan,orphan,,Root,13
ourselves,our,selves,Root+Root,31
outboard,out,board,Root+Root,12
outburst,out,burst,Root+Root,12
outcast,out,cast,Root+Root,12
outcome,out,come,Root+Root,12
outdoor,out,door,Root+Root,12
outfield,out,field,Root+Root,12
outfit,out,fit,Root+Root,12
outfox,out,fox,Root+Root,31
outhouse,out,house,Root+Root,12
outlaw,out,law,Root+Root,12
outlay,out,lay,Root+Root,12
outlook,out,look,Root+Root,12
outpost,out,post,Root+Root,12
outrage,out,rage,Root+Root,12
outre,outre,,Root,13
outreach,out,reach,Root+Root,12
outright,out,right,Root+Root,11
outset,out,set,Root+Root,12
outside,out,side,Root+Root,11
outward,out,ward,Root+Root,13
outworn,out,worn,Root+Root,13
pabulum,pabulum,,Root,13
padre,padre,,Root,12
pageboy,page,boy,Root+Root,12
paisley,paisley,,Root,13
paleface,pale,face,Root+Root,13
palmate,palmate,,Root,12
palter,palter,,Root,13
pampa,pampa,,Root,13
pamper,pamper,,Root,13
pancake,pan,cake,Root+Root,12
panda,panda,,Root,13
pander,pander,,Root,13
pannier,pannier,,Root,13
pansy,pansy,,Root,13
panther,panther,,Root,13
parboil,parboil,,Root,12
parcel,parcel,,Root,13
pardon,pardon,,Root,13
parka,parka,,Root,13
parlance,parlance,,Root,13
parlay,parlay,,Root,13
parley,parley,,Root,13
parlor,parlor,,Root,13
parson,parson,,Root,13
partake,part,take,Root+Root,31
parterre,parterre,,Root,31
party,party,,Root,13
passbook,pass,book,Root+Root,12
passkey,pass,key,Root+Root,13
passport,pass,port,Root+Root,12
pasta,pasta,,Root,13
pastel,pastel,,Root,31
pastern,pastern,,Root,13
pastiche,pastiche,,Root,21
pastime,pass,time,Root+Root,12
pastor,pastor,,Root,13
pathway,path,way,Root+Root,12
patois,patois,,Root,13
patrol,patrol,,Root,31
patroon,patroon,,Root,31
patsy,patsy,,Root,13
pectin,pectin,,Root,13
peephole,peep,hole,Root+Root,13
pelvis,pelvis,,Root,13
pendant,pendant,,Root,13
pending,pending,,Root,13
penknife,pen,knife,Root+Root,13
pension,pension,,Root,13
pensive,pensive,,Root,13
pepsin,pepsin,,Root,13
peptic,peptic,,Root,13
perceive,perceive,,Root,31
percent,per,cent,Root+Root,31
percept,percept,,Root,13
perchance,per,chance,Root+Root,31
perfect,perfect,,Root,31
perform,perform,,Root,31
perhaps,perhaps,,Root,31
perjure,perjure,,Root,13
persist,persist,,Root,31
person,person,,Root,13
pertain,pertain,,Root,31
pervade,pervade,,Root,31
perverse,perverse,,Root,31
pervert,pervert,,Root,13
pesky,pesky,,Root,13
pestle,pestle,,Root,13
petrol,petrol,,Root,13
phantom,phantom,,Root,13
philtre,philtre,,Root,13
phosphate,phosphate,,Root,13
picklock,pick,lock,Root+Root,12
picnic,picnic,,Root,12
picture,picture,,Root,13
piecemeal,piece,meal,Root+Root,12
pigment,pigment,,Root,13
pignut,pig,nut,Root+Root,13
pilfer,pilfer,,Root,13
pillbox,pill,box,Root+Root,13
pillion,pillion,,Root,13
pimple,pimple,,Root,13
pincer,pincer,,Root,13
pinhole,pin,hole,Root+Root,12
pinkeye,pink,eye,Root+Root,12
pinpoint,pin,point,Root+Root,12
pinto,pinto,,Root,12
pipeline,pipe,line,Root+Root,12
pistil,pistil,,Root,13
piston,piston,,Root,13
pitchfork,pitch,fork,Root+Root,12
pitfall,pit,fall,Root+Root,12
pixy,pixy,,Root,13
pizza,pizza,,Root,13
plangent,plangent,,Root,13
plantain,plantain,,Root,13
plasma,plasma,,Root,13
plaster,plaster,,Root,13
plastic,plastic,,Root,13
plenty,plenty,,Root,13
plexus,plexus,,Root,13
pockmark,pock,mark,Root+Root,12
polecat,pole,cat,Root+Root,12
polka,polka,,Root,13
poncho,poncho,,Root,13
ponder,ponder,,Root,13
poniard,poniard,,Root,13
pontoon,pontoon,,Root,31
popcorn,pop,corn,Root+Root,12
popgun,pop,gun,Root+Root,13
poplar,poplar,,Root,13
poplin,poplin,,Root,13
portal,portal,,Root,13
portend,portend,,Root,31
portent,portent,,Root,13
portion,portion,,Root,13
postern,postern,,Root,13
posture,posture,,Root,13
potherb,pot,herb,Root+Root,13
potsherd,pot,sherd,Root+Root,13
poultice,poultice,,Root,13
practice,practise,,Root,13
pratfall,prat,fall,Root+Root,12
preclude,preclude,,Root,31
prelude,prelude,,Root,12
premiere,premiere,,Root,31
prepuce,prepuce,,Root,12
prestige,prestige,,Root,31
pretzel,pretzel,,Root,13
primrose,prim,rose,Root+Root,12
pristine,pristine,,Root,13
problem,problem,,Root,13
proclaim,proclaim,,Root,31
procure,procure,,Root,31
profuse,profuse,,Root,31
program,program,,Root,12
progress,progress,,Root,12
pronto,pronto,,Root,13
propman,prop,man,Root+Root,12
prosper,prosper,,Root,13
prostate,prostate,,Root,12
protract,protract,,Root,31
public,public,,Root,13
publish,publish,,Root,13
pulpit,pulpit,,Root,13
pulsate,pulsate,,Root,31
pundit,pundit,,Root,13
pungent,pungent,,Root,13
purchase,purchase,,Root,13
purloin,purloin,,Root,31
purple,purple,,Root,13
purport,purport,,Root,12
purpose,purpose,,Root,13
purvey,purvey,,Root,31
pustule,pustule,,Root,13
pygmy,pygmy,,Root,13
quadrant,quadrant,,Root,13
quadrille,quadrille,,Root,31
quadroon,quadroon,,Root,31
quagmire,quag,mire,Root+Root,13
quantum,quantum,,Root,13
quarter,quarter,,Root,13
quartet,quartet,,Root,31
quarto,quarto,,Root,13
quatrain,quatrain,,Root,13
quetzal,quetzal,,Root,13
quintet,quintet,,Root,31
quisling,quisling,,Root,13
racecourse,race,course,Root+Root,13
raglan,raglan,,Root,13
ragtime,rag,time,Root+Root,12
railroad,rail,road,Root+Root,12
ramble,ramble,,Root,13
rampart,rampart,,Root,13
ramrod,ram,rod,Root+Root,12
rancid,rancid,,Root,13
rancor,rancor,,Root,13
random,random,,Root,13
rankle,rankle,,Root,13
ransom,ransom,,Root,13
rarebit,rarebit,,Root,13
rascal,rascal,,Root,13
rebuke,rebuke,,Root,31
recline,recline,,Root,31
recluse,recluse,,Root,31
rectal,rectal,,Root,13
recto,recto,,Root,13
rector,rector,,Root,13
rectum,rectum,,Root,13
redress,redress,,Root,31
redwood,red,wood,Root+Root,12
reflect,reflect,,Root,31
refrain,refrain,,Root,31
refresh,refresh,,Root,31
refuge,refuge,,Root,13
refuse,refuse,,Root,31
refute,refute,,Root,31
regnal,regnal,,Root,13
regress,regress,,Root,31
regret,regret,,Root,31
remnant,remnant,,Root,13
replete,replete,,Root,31
reply,reply,,Root,31
reprieve,reprieve,,Root,31
reproach,reproach,,Root,31
request,request,,Root,31
require,require,,Root,31
requite,requite,,Root,31
respect,respect,,Root,31
respire,respire,,Root,31
respite,respite,,Root,13
response,response,,Root,31
restaurant,restaurant,,Root,12
restore,restore,,Root,31
retract,retract,,Root,31
retreat,retreat,,Root,31
retrench,retrench,,Root,31
retrieve,retrieve,,Root,31
revue,revue,,Root,31
rhombus,rhombus,,Root,13
ridgepole,ridge,pole,Root+Root,13
riffraff,riffraff,,Root+Root,12
ripsaw,rip,saw,Root+Root,13
risque,risque,,Root,21
roister,roister,,Root,13
roommate,room,mate,Root+Root,12
rosewood,rose,wood,Root+Root,12
rubric,rubric,,Root,13
rumba,rumba,,Root,13
rumble,rumble,,Root,13
rumple,rumple,,Root,13
rumpus,rumpus,,Root,13
rundown,run,down,Root+Root,12
runway,run,way,Root+Root,12
rupture,rupture,,Root,13
rustic,rustic,,Root,13
sacred,sacred,,Root,13
saffron,saffron,,Root,13
salient,salient,,Root,13
salvo,salvo,,Root,13
sample,sample,,Root,13
sandal,sandal,,Root,13
sardine,sardine,,Root,31
satrap,satrap,,Root,13
saucepan,sauce,pan,Root+Root,12
saunter,saunter,,Root,13
scallion,scallion,,Root,13
scalpel,scalpel,,Root,13
scandal,scandal,,Root,13
scapegoat,escape,goat,Root+Root,12
scepter,scepter,,Root,13
schizoid,schizoid,,Root,13
scramble,scramble,,Root,13
scullion,scullion,,Root,13
seaplane,sea,plane,Root+Root,13
seclude,seclude,,Root,31
secret,secret,,Root,13
secrete,secrete,,Root,31
section,section,,Root,13
sector,sector,,Root,13
secure,secure,,Root,31
segment,segment,,Root,13
seismic,seismic,,Root,13
seldom,seldom,,Root,13
senior,senior,,Root,13
sentence,sentence,,Root,13
septic,septic,,Root,13
sequel,sequel,,Root,13
sequence,sequence,,Root,13
sequin,sequin,,Root,13
sergeant,sergeant,,Root,13
sermon,sermon,,Root,13
serpent,serpent,,Root,13
setback,set,back,Root+Root,12
shampoo,shampoo,,Root,31
shamrock,shamrock,,Root,12
shanty,shanty,,Root,13
shelter,shelter,,Root,13
shipboard,ship,board,Root+Root,12
shipshape,ship,shape,Root+Root,12
shoulder,shoulder,,Root,13
shrapnel,shrapnel,,Root,13
sidepiece,side,piece,Root+Root,12
signboard,sign,board,Root+Root,12
silver,silver,,Root,13
simper,simper,,Root,13
simple,simple,,Root,13
sincere,sincere,,Root,31
sinew,sinew,,Root,13
single,single,,Root,13
sirloin,sirloin,,Root,13
sister,sister,,Root,13
skintight,skin,tight,Root+Root,21
skirmish,skirmish,,Root,13
slander,slander,,Root,13
slender,slender,,Root,13
slipknot,slip,knot,Root+Root,13
slipshod,slip,shod,Root+Root,12
slumber,slumber,,Root,13
smoulder,smoulder,,Root,13
snorkel,snorkel,,Root,13
soldier,soldier,,Root,13
somber,somber,,Root,13
something,some,thing,Root+Root,13
sordid,sordid,,Root,13
sorghum,sorghum,,Root,13
sortie,sortie,,Root,13
southwest,south,west,Root+Root,21
spaceship,space,ship,Root+Root,12
spangle,spangle,,Root,13
spaniel,spaniel,,Root,13
spastic,spastic,,Root,13
spectre,spectre,,Root,13
speedway,speed,way,Root+Root,12
spicule,spicule,,Root,13
spillway,spill,way,Root+Root,12
spindle,spindle,,Root,13
splendid,splendid,,Root,13
splendor,splendor,,Root,13
splinter,splinter,,Root,13
springtime,spring,time,Root+Root,12
squadron,squadron,,Root,13
stagnant,stagnant,,Root,13
stallion,stallion,,Root,13
stalwart,stalwart,,Root,13
stanchion,stanchion,,Root,13
standard,standard,,Root,13
stanza,stanza,,Root,13
starfish,star,fish,Root+Root,12
starling,starling,,Root,13
sternal,sternal,,Root,13
sternum,sternum,,Root,13
stigma,stigma,,Root,13
stillborn,still,born,Root+Root,11
stockpile,stock,pile,Root+Root,12
stockyard,stock,yard,Root+Root,12
storeroom,store,room,Root+Root,12
strangle,strangle,,Root,13
streamlined,stream,lined,Root+Root,12
stronghold,strong,hold,Root+Root,12
structure,structure,,Root,13
strumpet,strumpet,,Root,13
strychnine,strychnine,,Root,12
stumble,stumble,,Root,13
sturdy,sturdy,,Root,13
sturgeon,sturgeon,,Root,13
styptic,styptic,,Root,13
sublime,sublime,,Root,31
submerge,submerge,,Root,31
submerse,submerse,,Root,31
submit,submit,,Root,31
subside,subside,,Root,31
subsist,subsist,,Root,31
subvert,subvert,,Root,31
succeed,succeed,,Root,31
succinct,succinct,,Root,31
suchlike,such,like,Root+Root,13
suction,suction,,Root,13
suffrage,suffrage,,Root,13
suffuse,suffuse,,Root,31
suggest,suggest,,Root,31
suitcase,suit,case,Root+Root,12
sulfa,sulfa,,Root,13
sulphate,sulphate,,Root,12
sultan,sultan,,Root,13
sundae,sundae,,Root,13
sunder,sunder,,Root,13
sunlight,sun,light,Root+Root,12
sunshine,sun,shine,Root+Root,12
supplant,supplant,,Root,31
suppress,suppress,,Root,31
surfeit,surfeit,,Root,13
surgeon,surgeon,,Root,13
surly,surly,,Root,13
surmount,surmount,,Root,31
surpass,surpass,,Root,31
survive,survive,,Root,31
suspend,suspend,,Root,31
suspense,suspense,,Root,31
sustain,sustain,,Root,31
swarthy,swarthy,,Root,13
sweetheart,sweet,heart,Root+Root,12
swelter,swelter,,Root,13
sylvan,sylvan,,Root,13
symbol,symbol,,Root,13
system,system,,Root,13
tabloid,tabloid,,Root,13
tactic,tactic,,Root,13
tactile,tactile,,Root,13
tamper,tamper,,Root,13
tangent,tangent,,Root,13
tangle,tangle,,Root,13
tankard,tankard,,Root,13
taproom,tap,room,Root+Root,13
tardy,tardy,,Root,13
target,target,,Root,13
tarpon,tarpon,,Root,13
tartan,tartan,,Root,13
tartar,tartar,,Root,13
tawdry,tawdry,,Root,13
taxi,taxi,,Root,13
teammate,team,mate,Root+Root,12
teaspoon,tea,spoon,Root+Root,12
technic,technic,,Root,13
telltale,tell,tale,Root+Root,12
temper,temper,,Root,13
temple,temple,,Root,13
tender,tender,,Root,13
tendon,tendon,,Root,13
tenpin,ten,pin,Root+Root,12
termite,termite,,Root,13
themselves,them,selves,Root+Root,31
therefor,there,fore,Root+Root,12
therefore,there,for,Root+Root,12
thereto,there,to,Root+Root,21
thermal,thermal,,Root,13
thimble,thimble,,Root,13
threshold,threshold,,Root,12
thunder,thunder,,Root,13
tidbit,tid,bit,Root+Root,12
tightwad,tight,wad,Root+Root,12
timber,timber,,Root,13
timbre,timbre,,Root,13
timepiece,time,piece,Root+Root,12
tinder,tinder,,Root,13
tinfoil,tin,foil,Root+Root,13
tingle,tingle,,Root,13
tinker,tinker,,Root,13
tinkle,tinkle,,Root,13
tinsel,tinsel,,Root,13
tiptoe,tip,toe,Root+Root,12
titmouse,tit,mouse,Root+Root,13
toilworn,toil,worn,Root+Root,12
tomcat,tom,cat,Root+Root,12
tomtit,tom,tit,Root+Root,13
tonsil,tonsil,,Root,23
tonsure,tonsure,,Root,13
topcoat,top,coat,Root+Root,13
topknot,top,knot,Root+Root,12
topsail,top,sail,Root+Root,13
torpid,torpid,,Root,13
torpor,torpor,,Root,13
torsion,torsion,,Root,13
torso,torso,,Root,12
tortoise,tortoise,,Root,13
torture,torture,,Root,13
toxin,toxin,,Root,13
traction,traction,,Root,13
transcend,transcend,,Root,31
transept,transept,,Root,13
transit,transit,,Root,13
transom,transom,,Root,13
trapdoor,trap,door,Root+Root,21
trespass,trespass,,Root,12
tribune,tribune,,Root,13
trillion,trillion,,Root,13
trinket,trinket,,Root,13
triplex,triplex,,Root,12
trombone,trombone,,Root,31
troopship,troop,ship,Root+Root,13
truckload,truck,load,Root+Root,12
truncheon,truncheon,,Root,13
trundle,trundle,,Root,13
tuberose,tube,rose,Root+Root,12
tubule,tubule,,Root,13
tugboat,tug,boat,Root+Root,12
tumble,tumble,,Root,13
turban,turban,,Root,13
turbid,turbid,,Root,13
turbine,turbine,,Root,13
turgid,turgid,,Root,13
turkey,turkey,,Root,13
turquoise,turquoise,,Root,13
turtle,turtle,,Root,13
twenty,twenty,,Root,13
twinkle,twinkle,,Root,13
ulcer,ulcer,,Root,13
umber,umber,,Root,13
umpire,umpire,,Root,13
under,under,,Root,13
union,union,,Root,13
unless,unless,,Root,31
until,until,,Root,31
unto,unto,,Root,13
uphill,up,hill,Root+Root,11
uphold,up,hold,Root+Root,31
upkeep,up,keep,Root+Root,12
uplift,up,lift,Root+Root,13
uproar,up,roar,Root+Root,12
upset,up,set,Root+Root,31
upshot,up,shot,Root+Root,12
upside,up,side,Root+Root,11
urban,urban,,Root,13
urbane,urbane,,Root,31
urchin,urchin,,Root,13
ursine,ursine,,Root,12
utmost,utmost,,Root,12
vaccine,vaccine,,Root,21
vacuum,vacuum,,Root,13
vagrant,vagrant,,Root,13
vagrom,vagrom,,Root,13
valiant,valiant,,Root,13
value,value,,Root,13
vandal,vandal,,Root,13
vanguard,vanguard,,Root,12
vantage,vantage,,Root,13
vanward,vanward,,Root,13
varlet,varlet,,Root,13
varnish,varnish,,Root,13
vaudeville,vaudeville,,Root,13
vector,vector,,Root,13
velvet,velvet,,Root,13
vender,vender,,Root,13
venture,venture,,Root,13
venue,venue,,Root,13
verbose,verbose,,Root,31
verdant,verdant,,Root,13
verdict,verdict,,Root,13
verdure,verdure,,Root,13
vermeil,vermeil,,Root,13
vermin,vermin,,Root,13
verso,verso,,Root,13
versus,versus,,Root,13
vertex,vertex,,Root,12
vervain,vervain,,Root,13
vesper,vesper,,Root,13
vibrate,vibrate,,Root,12
viceroy,viceroy,,Root,13
victim,victim,,Root,13
victor,victor,,Root,13
vineyard,vine,yard,Root+Root,13
vintage,vintage,,Root,13
virgin,virgin,,Root,13
virtue,virtue,,Root,13
viscose,viscose,,Root,12
viscous,viscous,,Root,13
viscus,viscus,,Root,13
vista,vista,,Root,13
vixen,vixen,,Root,13
volume,volume,,Root,13
vortex,vortex,,Root,13
vouchsafe,vouch,safe,Root+Root,31
vulgar,vulgar,,Root,13
vulgate,vulgate,,Root,12
vulture,vulture,,Root,13
vulva,vulva,,Root,13
wagtail,wag,tail,Root+Root,13
wainwright,wain,wright,Root+Root,12
wallboard,wall,board,Root+Root,12
walrus,walrus,,Root,13
wampum,wampum,,Root,13
wangle,wangle,,Root,13
wanton,wanton,,Root,13
warble,warble,,Root,13
warden,warden,,Root,13
wareroom,ware,room,Root+Root,12
warfare,war,fare,Root+Root,12
warship,war,ship,Root+Root,12
wartime,war,time,Root+Root,12
washhouse,wash,house,Root+Root,13
weakfish,weak,fish,Root+Root,12
wedlock,wed,lock,Root+Root,12
welcome,welcome,,Root,13
welfare,well,fare,Root+Root,12
welkin,welkin,,Root,13
welter,welter,,Root,13
werewolf,were,wolf,Root+Root,12
wetland,wet,land,Root+Root,12
whatnot,what,not,Root+Root,12
wheelhorse,wheel,horse,Root+Root,12
wherewith,where,with,Root+Root,12
whiplash,whip,lash,Root+Root,12
whipsaw,whip,saw,Root+Root,12
whisky,whisky,,Root,13
whitebait,white,bait,Root+Root,13
whitecap,white,cap,Root+Root,13
wholesale,whole,sale,Root+Root,12
wigwag,wig,wag,Root+Root,12
wimper,wimper,,Root,13
wimple,wimple,,Root,13
window,window,,Root,13
winkle,winkle,,Root,13
winter,winter,,Root,13
wonder,wonder,,Root,13
woodbine,wood,bind,Root+Root,13
woodland,wood,land,Root+Root,12
woodman,wood,man,Root+Root,13
woodwind,wood,wind,Root+Root,12
woolsack,wool,sack,Root+Root,13
workout,work,out,Root+Root,12
worship,worship,,Root,13
wrangle,wrangle,,Root,13
wrinkle,wrinkle,,Root,13
yardarm,yard,arm,Root+Root,13
yearlong,year,long,Root+Root,11
yonder,yonder,,Root,13
younker,younker,,Root,13
yourself,your,self,Root+Root,31
yuletide,yule,tide,Root+Root,12
zebra,zebra,,Root,13
zeitgeist,zeitgeist,,Root,12
abstain,abstain,,Root,31
aircraft,air,craft,Root+Root,12
allspice,all,spice,Root+Root,12
anguish,anguish,,Root,13
argue,argue,,Root,13
armchair,arm,chair,Root+Root,12
armhole,arm,hole,Root+Root,13
armpit,arm,pit,Root+Root,12
astral,astral,,Root,13
austral,austral,,Root,13
bankrupt,bank,rupt,Root+Root,13
banquet,banquet,,Root,13
belfry,belfry,,Root,13
bombproof,bomb,proof,Root+Root,13
bowstring,bow,string,Root+Root,13
bulkhead,bulk,head,Root+Root,12
cabstand,cab,stand,Root+Root,13
caldron,caldron,,Root,13
cambric,cambric,,Root,13
capeskin,cape,skin,Root+Root,12
capstan,capstan,,Root,13
cardinal,cardinal,,Root,13
carefree,care,free,Root+Root,12
castrate,castrate,,Root,12
cerecloth,cere,cloth,Root+Root,12
chandler,chandler,,Root,13
claptrap,clap,trap,Root+Root,13
coastline,coast,line,Root+Root,12
coleslaw,coleslaw,,Root,12
complain,complain,,Root,31
complex,complex,,Root,13
comply,comply,,Root,31
comprise,comprise,,Root,31
compute,compute,,Root,31
conclave,conclave,,Root,12
conflict,conflict,,Root,13
conflux,conflux,,Root,13
confuse,confuse,,Root,31
conquest,conquest,,Root,13
contract,contract,,Root,12
contrail,contrail,,Root,13
contrast,contrast,,Root,13
contrite,contrite,,Root,31
contrive,contrive,,Root,31
control,control,,Root,31
cornmeal,corn,meal,Root+Root,12
country,country,,Root,13
courthouse,court,house,Root+Root,12
coxcomb,cox,comb,Root+Root,13
crisscross,criss,cross,Root+Root,12
culprit,culprit,,Root,13
curfew,curfew,,Root,13
curtsey,curtsey,,Root,13
cutthroat,cut,throat,Root+Root,12
dandruff,dandruff,,Root,13
darkroom,dark,room,Root+Root,12
destroy,destroy,,Root,31
display,display,,Root,31
dispute,dispute,,Root,31
distraught,distraught,,Root,31
district,district,,Root,13
doctrine,doctrine,,Root,13
dogtrot,dog,trot,Root+Root,13
doldrums,doldrums,,Root,13
doomsday,dooms,day,Root+Root,12
downstage,down,stage,Root+Root,12
drawstring,draw,string,Root+Root,13
drumstick,drum,stick,Root+Root,13
dustpan,dust,pan,Root+Root,13
employ,employ,,Root,31
empty,empty,,Root,13
entreat,entreat,,Root,31
esprit,esprit,,Root,31
esquire,esquire,,Root,12
exchange,exchange,,Root,31
expect,expect,,Root,31
expend,expend,,Root,31
expert,expert,,Root,13
expire,expire,,Root,31
export,export,,Root,13
expose,expose,,Root,31
expunge,expunge,,Root,31
extend,extend,,Root,31
extern,extern,,Root,12
extinct,extinct,,Root,31
farmhand,farm,hand,Root+Root,12
farmland,farm,land,Root+Root,12
fieldpiece,field,piece,Root+Root,12
flimflam,flim,flam,Root+Root,12
flintlock,flint,lock,Root+Root,12
foodstuff,food,stuff,Root+Root,12
foolproof,fool,proof,Root+Root,12
foolscap,fools,cap,Root+Root,13
forthwith,forth,with,Root+Root,11
fortnight,fort,night,Root+Root,12
fortress,fortress,,Root,13
frostbite,frost,bite,Root+Root,12
fulcrum,fulcrum,,Root,13
function,function,,Root,13
gadfly,gad,fly,Root+Root,12
gallstone,gall,stone,Root+Root,12
gangplank,gang,plank,Root+Root,12
gangrene,gangrene,,Root,13
gantry,gantry,,Root,13
gastric,gastric,,Root,13
goatskin,goat,skin,Root+Root,13
goldfinch,gold,finch,Root+Root,12
gooseflesh,goose,flesh,Root+Root,13
grandchild,grand,child,Root+Root,12
grandson,grand,son,Root+Root,12
gravestone,grave,stone,Root+Root,12
gristmill,grist,mill,Root+Root,12
groomsman,grooms,man,Root+Root,13
groundhog,ground,hog,Root+Root,12
groundsheet,ground,sheet,Root+Root,13
guardroom,guard,room,Root+Root,13
gumption,gumption,,Root,13
haircloth,hair,cloth,Root+Root,13
hamster,hamster,,Root,13
handcar,hand,car,Root+Root,12
handmade,hand,made,Root+Root,11
handrail,hand,rail,Root+Root,12
handshake,hand,shake,Root+Root,12
hardback,hard,back,Root+Root,12
hardtop,hard,top,Root+Root,13
headdress,head,dress,Root+Root,12
headsman,heads,man,Root+Root,13
headstall,head,stall,Root+Root,13
hemstitch,hem,stitch,Root+Root,13
henchman,hench,man,Root+Root,13
hoarfrost,hoar,frost,Root+Root,21
hogshead,hogs,head,Root+Root,13
hopscotch,hop,scotch,Root+Root,12
hornbook,horn,book,Root+Root,12
horseshoe,horse,shoe,Root+Root,12
horsewhip,horse,whip,Root+Root,13
hundred,hundred,,Root,13
huntsman,hunts,man,Root+Root,13
implore,implore,,Root,31
imply,imply,,Root,31
impute,impute,,Root,31
incline,incline,,Root,31
include,include,,Root,31
inflict,inflict,,Root,31
inquire,inquire,,Root,31
inspire,inspire,,Root,31
instance,instance,,Root,13
instant,instant,,Root,13
instinct,instinct,,Root,13
intrigue,intrigue,,Root,31
juncture,juncture,,Root,13
kidskin,kid,skin,Root+Root,12
kindred,kindred,,Root,13
kinsfolk,kins,folk,Root+Root,13
kinsman,kins,man,Root+Root,12
lambskin,lamb,skin,Root+Root,13
lamprey,lamprey,,Root,13
landfall,land,fall,Root+Root,12
landlocked,land,locked,Root+Root,12
landmark,land,mark,Root+Root,12
language,language,,Root,13
languid,languid,,Root,13
languish,languish,,Root,13
leapfrog,leap,frog,Root+Root,12
limestone,lime,stone,Root+Root,12
linchpin,linch,pin,Root+Root,12
linesman,lines,man,Root+Root,13
linguist,linguist,,Root,13
lipstick,lip,stick,Root+Root,12
lobster,lobster,,Root,13
lorgnette,lorgnette,,Root,31
maestro,maestro,,Root,13
mandrake,man,drake,Root+Root,12
mangrove,mangrove,,Root,12
margrave,margrave,,Root,12
marquess,marquess,,Root,13
masthead,mast,head,Root+Root,12
membrane,membrane,,Root,12
milksop,milk,sop,Root+Root,13
mincemeat,mince,meat,Root+Root,12
minster,minster,,Root,13
mistral,mistral,,Root,13
mistress,mistress,,Root,13
moldboard,mold,board,Root+Root,12
mongrel,mongrel,,Root,13
monster,monster,,Root,13
muskrat,musk,rat,Root+Root,12
newsprint,news,print,Root+Root,12
northwest,north,west,Root+Root,21
nostril,nostril,,Root,13
nostrum,nostrum,,Root,13
