Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax,codaP,onsetP
"('M',)",stomach,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,15,True,True,0.8871706758304696,0.20593931568754034
"('M',)",stomach,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,9,True,True,0.11282932416953037,0.7940606843124597
"('M',)",stomach,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('M',)",grimace,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,13,True,True,0.8871706758304696,0.20593931568754034
"('M',)",grimace,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,11,True,True,0.11282932416953037,0.7940606843124597
"('M',)",grimace,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('M',)",showman,XC,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,24,True,False,0.8871706758304696,0.20593931568754034
"('M',)",showman,CX,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0,True,False,0.11282932416953037,0.7940606843124597
"('M',)",showman,X,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0,True,False,,
"('S', 'K')",musket,XC,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,5,True,True,0.8255462782021674,0.020227316509343098
"('S', 'K')",musket,CX,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,17,True,True,0.16912417836205365,0.2689269890194568
"('S', 'K')",musket,CCX,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,2,True,True,0.005329543435779001,0.7108456944712002
"('S', 'K')",musket,X,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('K',)",hookup,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,5,True,True,0.8542279411764705,0.2744789618560755
"('K',)",hookup,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,19,True,True,0.1457720588235294,0.7255210381439245
"('K',)",hookup,X,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,0,True,True,,
"('K', 'W')",acquaint,XC,0.6524007780826533,0.34759922191734666,0.0,0,XC,0.25,0.25,0.25,0,23,False,True,0.8542279411764705,0.022162029056882547
"('K', 'W')",acquaint,CX,0.6524007780826533,0.34759922191734666,0.0,0,XC,0.25,0.25,0.25,0,1,False,True,0.1457720588235294,0.06919477961093327
"('K', 'W')",acquaint,CCX,0.6524007780826533,0.34759922191734666,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,0.0,0.9086431913321842
"('K', 'W')",acquaint,X,0.6524007780826533,0.34759922191734666,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,,
"('K', 'R')",across,XC,0.47433953941376505,0.5256604605862348,0.0,0,XC,1,0,0,0,24,False,True,0.8542279411764705,0.033946251768033946
"('K', 'R')",across,CX,0.47433953941376505,0.5256604605862348,0.0,0,XC,1,0,0,0,0,False,True,0.1457720588235294,0.22044857546979185
"('K', 'R')",across,CCX,0.47433953941376505,0.5256604605862348,0.0,0,XC,1,0,0,0,0,False,True,0.0,0.7456051727621741
"('K', 'R')",across,X,0.47433953941376505,0.5256604605862348,0.0,0,XC,1,0,0,0,0,False,True,,
"('N', 'JH')",angel,XC,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0,True,False,0.6500209819555182,0.0
"('N', 'JH')",angel,CX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,22,True,False,0.3452231081270108,0.07356264122520714
"('N', 'JH')",angel,CCX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,2,True,False,0.004755909917470974,0.9264373587747929
"('N', 'JH')",angel,X,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('N',)",manner,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,9,True,True,0.6531271960646521,0.09269731989181215
"('N',)",manner,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,15,True,True,0.34687280393534786,0.9073026801081878
"('N',)",manner,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('K', 'CH')",fracture,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.8542279411764705,0.0
"('K', 'CH')",fracture,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22,True,True,0.1457720588235294,0.0350418410041841
"('K', 'CH')",fracture,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.0,0.9649581589958158
"('K', 'CH')",fracture,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'D')",warden,XC,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0,True,True,0.9220238095238095,0.0
"('R', 'D')",warden,CX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,22,True,True,0.06805555555555555,0.22266694754581842
"('R', 'D')",warden,CCX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,2,True,True,0.009920634920634922,0.7773330524541816
"('R', 'D')",warden,X,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('NG', 'G')",wangle,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True,0.9787278854254423,0.0
"('NG', 'G')",wangle,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True,0.02127211457455771,0.0665317480394637
"('NG', 'G')",wangle,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.0,0.9334682519605363
"('NG', 'G')",wangle,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('K', 'S')",toxic,XC,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,5,True,False,0.8413905486148833,0.0
"('K', 'S')",toxic,CX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,12,True,False,0.14358138692739453,0.23028785982478095
"('K', 'S')",toxic,CCX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,7,True,False,0.015028064457722253,0.7697121401752189
"('K', 'S')",toxic,X,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,0,True,False,,
"('R',)",morose,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,19,False,True,0.9312625250501001,0.2281949382974273
"('R',)",morose,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,5,False,True,0.06873747494989979,0.7718050617025726
"('R',)",morose,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('Z',)",design,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,23,False,True,0.9288426943833699,0.013368983957219253
"('Z',)",design,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True,0.07115730561663001,0.9866310160427807
"('Z',)",design,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,1,False,True,,
"('T', 'B')",cutback,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.7754046387452027,0.0
"('T', 'B')",cutback,CX,0.0,1.0,0.0,0,CX,0,1,0,0,24,True,True,0.22459536125479723,0.15791875855773618
"('T', 'B')",cutback,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.0,0.8420812414422638
"('T', 'B')",cutback,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,,
"('N', 'SH')",mention,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.6531271960646521,0.0
"('N', 'SH')",mention,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,24,True,True,0.34687280393534786,0.0385617509119333
"('N', 'SH')",mention,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.0,0.9614382490880666
"('N', 'SH')",mention,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('L', 'T')",welter,XC,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,0,True,True,0.7045178896300789,0.0
"('L', 'T')",welter,CX,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,19,True,True,0.2877501516070346,0.13074204946996465
"('L', 'T')",welter,CCX,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,5,True,True,0.007731958762886599,0.8692579505300353
"('L', 'T')",welter,X,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('N', 'Z', 'F')",townsfolk,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,0.6523936543591183,0.0
"('N', 'Z', 'F')",townsfolk,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,2,True,False,0.34648322336094345,0.0
"('N', 'Z', 'F')",townsfolk,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,22,True,False,0.001123122279938228,0.13135593220338984
"('N', 'Z', 'F')",townsfolk,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,0.0,0.8686440677966102
"('N', 'Z', 'F')",townsfolk,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,,
"('P',)",stupid,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,23,True,False,0.9567634342186535,0.20405522001725626
"('P',)",stupid,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,1,True,False,0.04323656578134651,0.7959447799827438
"('P',)",stupid,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('R',)",story,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,7,True,True,0.9312625250501001,0.2281949382974273
"('R',)",story,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,17,True,True,0.06873747494989979,0.7718050617025726
"('R',)",story,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('N', 'JH')",dingy,XC,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,2,True,True,0.6500209819555182,0.0
"('N', 'JH')",dingy,CX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,22,True,True,0.3452231081270108,0.07356264122520714
"('N', 'JH')",dingy,CCX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0,True,True,0.004755909917470974,0.9264373587747929
"('N', 'JH')",dingy,X,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('T',)",ditty,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,14,True,True,0.7754046387452027,0.13074204946996465
"('T',)",ditty,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,10,True,True,0.22459536125479723,0.8692579505300353
"('T',)",ditty,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('R', 'JH')",sergeant,XC,0.0,0.7314390934431837,0.2685609065568163,0,CX,0.25,0.25,0.25,0,0,True,False,0.9293999999999999,0.0
"('R', 'JH')",sergeant,CX,0.0,0.7314390934431837,0.2685609065568163,0,CX,0.25,0.25,0.25,0,24,True,False,0.0686,0.07356264122520714
"('R', 'JH')",sergeant,CCX,0.0,0.7314390934431837,0.2685609065568163,0,CX,0.25,0.25,0.25,0,0,True,False,0.002,0.9264373587747929
"('R', 'JH')",sergeant,X,0.0,0.7314390934431837,0.2685609065568163,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('T', 'L')",butler,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,3,True,True,0.7754046387452027,0.0
"('T', 'L')",butler,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True,0.22459536125479723,0.13603371575743387
"('T', 'L')",butler,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.0,0.863966284242566
"('T', 'L')",butler,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('B',)",cabal,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,22,False,True,0.9785217940619078,0.15791875855773618
"('B',)",cabal,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,2,False,True,0.02147820593809223,0.8420812414422638
"('B',)",cabal,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('S', 'N')",chestnut,XC,0.3467714781291919,0.6532285218708082,0.0,0,XC,0,0,1,0,1,True,True,0.8299696374352563,0.009980525803310613
"('S', 'N')",chestnut,CX,0.3467714781291919,0.6532285218708082,0.0,0,XC,0,0,1,0,23,True,True,0.1700303625647437,0.09177215189873417
"('S', 'N')",chestnut,CCX,0.3467714781291919,0.6532285218708082,0.0,0,XC,0,0,1,0,0,True,True,0.0,0.8982473222979551
"('S', 'N')",chestnut,X,0.3467714781291919,0.6532285218708082,0.0,0,XC,0,0,1,0,0,True,True,,
"('G', 'M')",pygmy,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,3,True,True,0.9791403286978507,0.0
"('G', 'M')",pygmy,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True,0.020859671302149177,0.20593931568754034
"('G', 'M')",pygmy,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.0,0.7940606843124597
"('G', 'M')",pygmy,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,,
"('M',)",roommate,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0,1,0,0,2,True,False,0.8871706758304696,0.20593931568754034
"('M',)",roommate,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0,1,0,0,18,True,False,0.11282932416953037,0.7940606843124597
"('M',)",roommate,X,0.6709716053288722,0.3290283946711278,0,0,XC,0,1,0,0,0,True,False,,
"('S',)",rhesus,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,20,True,False,0.8299696374352563,0.23028785982478095
"('S',)",rhesus,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,3,True,False,0.1700303625647437,0.7697121401752189
"('S',)",rhesus,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,1,True,False,,
"('Z',)",dessert,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,18,False,True,0.9288426943833699,0.013368983957219253
"('Z',)",dessert,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,6,False,True,0.07115730561663001,0.9866310160427807
"('Z',)",dessert,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('S', 'T', 'W')",postwar,XC,0.0,0.20100785450860054,0.7989921454913995,0.0,CX,0,0,1,0,0,True,False,0.7741129435282359,0.0
"('S', 'T', 'W')",postwar,CX,0.0,0.20100785450860054,0.7989921454913995,0.0,CX,0,0,1,0,2,True,False,0.15858737298017658,0.007498125468632841
"('S', 'T', 'W')",postwar,CCX,0.0,0.20100785450860054,0.7989921454913995,0.0,CX,0,0,1,0,22,True,False,0.06729968349158755,0.07023244188952762
"('S', 'T', 'W')",postwar,CCCX,0.0,0.20100785450860054,0.7989921454913995,0.0,CX,0,0,1,0,0,True,False,0.0,0.9222694326418396
"('S', 'T', 'W')",postwar,X,0.0,0.20100785450860054,0.7989921454913995,0.0,CX,0,0,1,0,0,True,False,,
"('L',)",solace,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,15,True,False,0.7100076394194041,0.13603371575743387
"('L',)",solace,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,9,True,False,0.2899923605805959,0.863966284242566
"('L',)",solace,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('B',)",abed,XC,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,23,False,True,0.9785217940619078,0.15791875855773618
"('B',)",abed,CX,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,1,False,True,0.02147820593809223,0.8420812414422638
"('B',)",abed,X,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,0,False,True,,
"('L',)",polyp,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,12,True,False,0.7100076394194041,0.13603371575743387
"('L',)",polyp,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,10,True,False,0.2899923605805959,0.863966284242566
"('L',)",polyp,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,2,True,False,,
"('S',)",assault,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,20,False,True,0.8299696374352563,0.23028785982478095
"('S',)",assault,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,4,False,True,0.1700303625647437,0.7697121401752189
"('S',)",assault,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('S', 'T')",plastic,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,8,True,True,0.7741129435282359,0.045423881268270745
"('S', 'T')",plastic,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,15,True,True,0.15858737298017658,0.12480323813807061
"('S', 'T')",plastic,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,1,True,True,0.06729968349158755,0.8297728805936586
"('S', 'T')",plastic,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('M',)",premise,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,19,True,True,0.8871706758304696,0.20593931568754034
"('M',)",premise,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,5,True,True,0.11282932416953037,0.7940606843124597
"('M',)",premise,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('G',)",goggle,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,19,True,False,0.9791403286978507,0.0665317480394637
"('G',)",goggle,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,5,True,False,0.020859671302149177,0.9334682519605363
"('G',)",goggle,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('R',)",herring,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,3,True,True,0.9312625250501001,0.2281949382974273
"('R',)",herring,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,21,True,True,0.06873747494989979,0.7718050617025726
"('R',)",herring,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('R',)",cheery,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,9,True,True,0.9312625250501001,0.2281949382974273
"('R',)",cheery,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,15,True,True,0.06873747494989979,0.7718050617025726
"('R',)",cheery,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,0,True,True,,
"('K', 'Y')",procure,XC,0.5412034758564724,0.4587965241435275,0.0,0,XC,0.25,0.25,0.25,0,22,False,False,0.8542279411764705,0.007999999999999998
"('K', 'Y')",procure,CX,0.5412034758564724,0.4587965241435275,0.0,0,XC,0.25,0.25,0.25,0,2,False,False,0.1457720588235294,0.03974193548387096
"('K', 'Y')",procure,CCX,0.5412034758564724,0.4587965241435275,0.0,0,XC,0.25,0.25,0.25,0,0,False,False,0.0,0.9522580645161289
"('K', 'Y')",procure,X,0.5412034758564724,0.4587965241435275,0.0,0,XC,0.25,0.25,0.25,0,0,False,False,,
"('V',)",coven,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,18,True,True,0.9231227651966627,0.08911379906196001
"('V',)",coven,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,6,True,True,0.07687723480333729,0.91088620093804
"('V',)",coven,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('F',)",profile,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,24,True,False,0.9748269351793581,0.13135593220338984
"('F',)",profile,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,False,0.025173064820641914,0.8686440677966102
"('F',)",profile,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('SH',)",crochet,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,22,False,False,0.9677217825905873,0.0385617509119333
"('SH',)",crochet,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,2,False,False,0.03227821740941275,0.9614382490880666
"('SH',)",crochet,X,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,0,False,False,,
"('M', 'B')",combo,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,False,0.8871706758304696,0.0
"('M', 'B')",combo,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,23,True,False,0.11282932416953037,0.15791875855773618
"('M', 'B')",combo,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,0.0,0.8420812414422638
"('M', 'B')",combo,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('L',)",whaler,XC,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,18,True,False,0.7100076394194041,0.13603371575743387
"('L',)",whaler,CX,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,6,True,False,0.2899923605805959,0.863966284242566
"('L',)",whaler,X,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,0,True,False,,
"('S', 'P')",aspen,XC,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0.25,0.25,0.25,0,3,True,True,0.8286376604850213,0.02686817800167926
"('S', 'P')",aspen,CX,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0.25,0.25,0.25,0,18,True,True,0.16975748930099854,0.1985726280436608
"('S', 'P')",aspen,CCX,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0.25,0.25,0.25,0,3,True,True,0.0016048502139800285,0.77455919395466
"('S', 'P')",aspen,X,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('R',)",thorough,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,12,True,True,0.9312625250501001,0.2281949382974273
"('R',)",thorough,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,12,True,True,0.06873747494989979,0.7718050617025726
"('R',)",thorough,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('D', 'L')",goodly,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.8619922092376182,0.0
"('D', 'L')",goodly,CX,0.0,1.0,0.0,0,CX,0,1,0,0,23,True,True,0.13800779076238173,0.13603371575743387
"('D', 'L')",goodly,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,True,0.0,0.863966284242566
"('D', 'L')",goodly,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,,
"('N', 'T')",lentil,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,True,0.6025674273858921,0.0
"('N', 'T')",lentil,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,23,True,True,0.32002074688796683,0.13074204946996465
"('N', 'T')",lentil,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,1,True,True,0.07741182572614108,0.8692579505300353
"('N', 'T')",lentil,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('T', 'B', 'R')",outbreak,XC,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,False,0.7754046387452027,0.0
"('T', 'B', 'R')",outbreak,CX,0.0,1.0,0.0,0.0,CX,0,1,0,0,23,True,False,0.22459536125479723,0.029435647584246855
"('T', 'B', 'R')",outbreak,CCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,False,0.0,0.22147787251319528
"('T', 'B', 'R')",outbreak,CCCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,1,True,False,0.0,0.7490864799025578
"('T', 'B', 'R')",outbreak,X,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,False,,
"('N', 'D', 'R')",foundry,XC,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,0,True,False,0.6408771203971866,0.0
"('N', 'D', 'R')",foundry,CX,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,18,True,False,0.34036684595228245,0.015242018537590114
"('N', 'D', 'R')",foundry,CCX,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,6,True,False,0.018756033650530957,0.2247167868177137
"('N', 'D', 'R')",foundry,CCCX,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,0,True,False,0.0,0.7600411946446962
"('N', 'D', 'R')",foundry,X,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,0,True,False,,
"('N', 'D')",bondage,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,0,True,False,0.6408771203971866,0.0
"('N', 'D')",bondage,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,22,True,False,0.34036684595228245,0.22266694754581842
"('N', 'D')",bondage,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,2,True,False,0.018756033650530957,0.7773330524541816
"('N', 'D')",bondage,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,0,True,False,,
"('D',)",laden,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,21,True,False,0.8619922092376182,0.22266694754581842
"('D',)",laden,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,3,True,False,0.13800779076238173,0.7773330524541816
"('D',)",laden,X,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,0,True,False,,
"('D',)",broaden,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,19,True,True,0.8619922092376182,0.22266694754581842
"('D',)",broaden,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,5,True,True,0.13800779076238173,0.7773330524541816
"('D',)",broaden,X,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,0,True,True,,
"('B',)",abate,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,24,False,True,0.9785217940619078,0.15791875855773618
