Cluster,Syllabification,Prop Responses
,K CH.,0.07196969678560607
,?.?,0.0
S M,,
,.S M,0.11494071133333332
,S.M,0.8705665349999999
,S M.,0.014492753666666663
,?.?,0.0
L G R,,
,.L G R,0.0
,L.G R,1.0
,L G.R,0.0
,L G R.,0.0
,?.?,0.0
K F,,
,.K F,0.0
,K.F,0.954545455
,K F.,0.045454545
,?.?,0.0
S Y,,
,.S Y,0.46179183133333335
,S.Y,0.5230566536666666
,S Y.,0.0
,?.?,0.015151514999999999
N CH,,
,.N CH,0.022397892
,N.CH,0.8904874836666666
,N CH.,0.08711462433333333
,?.?,0.0
Z M,,
,.Z M,0.07542819483333334
,Z.M,0.9094202901666666
,Z M.,0.007575757499999999
,?.?,0.007575757499999999
NG K T,,
,.NG K T,0.0444664030222332
,NG.K T,0.17687747008843874
,NG K.T,0.7124505933562253
,NG K T.,0.06620553353310275
,?.?,0.0
L G,,
,.L G,0.0
,L.G,0.954545455
,L G.,0.045454545
,?.?,0.0
R S W,,
,.R S W,0.0
,R.S W,0.954545455
,R S.W,0.045454545
,R S W.,0.0
,?.?,0.0
L M,,
,.L M,0.01086956525
,L.M,0.932806324
,L M.,0.056324110749999996
,?.?,0.0
R N K,,
,.R N K,0.0
,R.N K,0.136363636
,R N.K,0.863636364
,R N K.,0.0
,?.?,0.0
L D W,,
,.L D W,0.0
,L.D W,0.136363636
,L D.W,0.863636364
,L D W.,0.0
,?.?,0.0
P HH,,
,.P HH,0.044466403
,P.HH,0.9337944665
,P HH.,0.0217391305
,?.?,0.0
P G R,,
,.P G R,0.045454545
,P.G R,0.954545455
,P G.R,0.0
,P G R.,0.0
,?.?,0.0
P S W,,
,.P S W,0.045454545
,P.S W,0.954545455
,P S.W,0.0
,P S W.,0.0
,?.?,0.0
S JH,,
,.S JH,0.0
,S.JH,0.954545455
,S JH.,0.045454545
,?.?,0.0
L DH,,
,.L DH,0.045454545
,L.DH,0.954545455
,L DH.,0.0
,?.?,0.0
S F,,
,.S F,0.02666666666666667
,S.F,0.9430303033333334
,S F.,0.030303029999999998
,?.?,0.0
S L,,
,.S L,0.3588481084798354
,S.L,0.6281648786611664
,S L.,0.012987012858998144
,?.?,0.0
N S K R,,
,.N S K R,0.015151515005050502
,N.S K R,0.7878787882626261
,N S.K R,0.1818181817272727
,N S K.R,0.015151515005050502
,?.?,0.0
L F R,,
,.L F R,0.015151515005050502
,L.F R,0.8636363642878787
,L F.R,0.07575757535858586
,L F R.,0.015151515005050502
,?.?,0.030303030343434338
N Z M,,
,.N Z M,0.0
,N.Z M,0.067193676
,N Z.M,0.932806324
,N Z M.,0.0
,?.?,0.0
CH S T,,
,.CH S T,0.090909091
,CH.S T,0.818181818
,CH S.T,0.090909091
,CH S T.,0.0
,?.?,0.0
K S CH,,
,.K S CH,0.033596837766798414
,K.S CH,0.2806324108903162
,K S.CH,0.6744071150872035
,K S CH.,0.011363636255681818
,?.?,0.0
L D F,,
,.L D F,0.0
,L.D F,0.022727272500000003
,L D.F,0.9772727275
,L D F.,0.0
,?.?,0.0
B Z,,
,.B Z,0.0662055335
,B.Z,0.9337944665
,B Z.,0.0
,?.?,0.0
NG S P,,
,.NG S P,0.0
,NG.S P,1.0
,NG S.P,0.0
,NG S P.,0.0
,?.?,0.0
B S T,,
,.B S T,0.056818181500000016
,B.S T,0.9090909095
,B S.T,0.03409090900000001
,B S T.,0.0
,?.?,0.0
S T F,,
,.S T F,0.04545454504545454
,S.T F,0.04545454504545454
,S T.F,0.9090909099090909
,S T F.,0.0
,?.?,0.0
D S P R,,
,.D S P R,0.045454545
,D.S P R,0.954545455
,D S.P R,0.0
,D S P.R,0.0
,?.?,0.0
R TH K W,,
,.R TH K W,0.0
,R.TH K W,0.045454545
,R TH.K W,0.954545455
,R TH K.W,0.0
,?.?,0.0
N N,,
,.N N,0.190144927603285
,N.N,0.7553623187482125
,N N.,0.014492753661835745
,?.?,0.03999999998666666
R M HH,,
,.R M HH,0.022727272511363635
,R.M HH,0.11363636355681819
,R M.HH,0.8409090914204546
,R M HH.,0.0
,?.?,0.022727272511363635
D Z M,,
,.D Z M,0.022727272511363635
,D.Z M,0.09090909054545455
,D Z.M,0.8863636369431818
,D Z M.,0.0
,?.?,0.0
D M,,
,.D M,0.0260869566
,D.M,0.9652173912
,D M.,0.008695652199999999
,?.?,0.0
L S,,
,.L S,0.012422360285714284
,L.S,0.957795031
,L S.,0.029782608714285713
,?.?,0.0
S T M,,
,.S T M,0.0
,S.T M,0.07509881433333333
,S T.M,0.9249011856666667
,S T M.,0.0
,?.?,0.0
Z B,,
,.Z B,0.0
,Z.B,1.0
,Z B.,0.0
,?.?,0.0
P B,,
,.P B,0.2714097496666667
,P.B,0.7134387353333334
,P B.,0.015151514999999999
,?.?,0.0
Z P R,,
,.Z P R,0.090909091
,Z.P R,0.909090909
,Z P.R,0.0
,Z P R.,0.0
,?.?,0.0
M TH,,
,.M TH,0.0
,M.TH,1.0
,M TH.,0.0
,?.?,0.0
NG K L,,
,.NG K L,0.0
,NG.K L,0.409090909
,NG K.L,0.590909091
,NG K L.,0.0
,?.?,0.0
TH L,,
,.TH L,0.134387352
,TH.L,0.8656126479999999
,TH L.,0.0
,?.?,0.0
NG K R,,
,.NG K R,0.0
,NG.K R,0.318181818
,NG K.R,0.681818182
,NG K R.,0.0
,?.?,0.0
DH M,,
,.DH M,0.090909091
,DH.M,0.863636364
,DH M.,0.045454545
,?.?,0.0
P G,,
,.P G,0.0
,P.G,1.0
,P G.,0.0
,?.?,0.0
L K HH,,
,.L K HH,0.0
,L.K HH,0.409090909
,L K.HH,0.590909091
,L K HH.,0.0
,?.?,0.0
R K R,,
,.R K R,0.0
,R.K R,0.7424242426666666
,R K.R,0.2575757573333333
,R K R.,0.0
,?.?,0.0
R S L,,
,.R S L,0.0
,R.S L,0.5454545454999999
,R S.L,0.4545454545
,R S L.,0.0
,?.?,0.0
L P T,,
,.L P T,0.0
,L.P T,0.22727272722727274
,L P.T,0.7272727277272727
,L P T.,0.04545454504545454
,?.?,0.0
NG K SH,,
,.NG K SH,0.04413702233333333
,NG.K SH,0.5566534916666667
,NG K.SH,0.399209486
,NG K SH.,0.0
,?.?,0.0
R L D L,,
,.R L D L,0.0
,R.L D L,0.045454545
,R L.D L,0.272727273
,R L D.L,0.681818182
,?.?,0.0
K S T B,,
,.K S T B,0.0
,K.S T B,0.0
,K S.T B,0.045454545
,K S T.B,0.954545455
,?.?,0.0
JH L,,
,.JH L,0.272727273
,JH.L,0.727272727
,JH L.,0.0
,?.?,0.0
N K L,,
,.N K L,0.0
,N.K L,0.98863636375
,N K.L,0.01136363625
,N K L.,0.0
,?.?,0.0
T S M,,
,.T S M,0.090909091
,T.S M,0.0827272725
,T S.M,0.8263636365
,T S M.,0.0
,?.?,0.0
NG T,,
,.NG T,0.0
,NG.T,1.0
,NG T.,0.0
,?.?,0.0
B S K R,,
,.B S K R,0.090909091
,B.S K R,0.818181818
,B S.K R,0.090909091
,B S K.R,0.0
,?.?,0.0
K P,,
,.K P,0.0
,K.P,1.0
,K P.,0.0
,?.?,0.0
R K S M,,
,.R K S M,0.0
,R.K S M,0.0
,R K.S M,0.318181818
,R K S.M,0.681818182
,?.?,0.0
R R,,
,.R R,0.090909091
,R.R,0.863636364
,R R.,0.045454545
,?.?,0.0
N D S,,
,.N D S,0.0
,N.D S,0.136363636
,N D.S,0.863636364
,N D S.,0.0
,?.?,0.0
P F R,,
,.P F R,0.136363636
,P.F R,0.772727273
,P F.R,0.090909091
,P F R.,0.0
,?.?,0.0
N D CH,,
,.N D CH,0.0
,N.D CH,0.318181818
,N D.CH,0.681818182
,N D CH.,0.0
,?.?,0.0
N D SH,,
,.N D SH,0.0227272725
,N.D SH,0.175889328
,N D.SH,0.8013833994999999
,N D SH.,0.0
,?.?,0.0
N F Y,,
,.N F Y,0.045454545
,N.F Y,0.954545455
,N F.Y,0.0
,N F Y.,0.0
,?.?,0.0
L W,,
,.L W,0.0
,L.W,0.98863636375
,L W.,0.01136363625
,?.?,0.0
R D Z M,,
,.R D Z M,0.0
,R.D Z M,0.136363636
,R D.Z M,0.181818182
,R D Z.M,0.681818182
,?.?,0.0
D F L,,
,.D F L,0.090909091
,D.F L,0.909090909
,D F.L,0.0
,D F L.,0.0
,?.?,0.0
R K W,,
,.R K W,0.0
,R.K W,0.670909091
,R K.W,0.32909090899999993
,R K W.,0.0
,?.?,0.0
S T B,,
,.S T B,0.090909091
,S.T B,0.045454545
,S T.B,0.863636364
,S T B.,0.0
,?.?,0.0
NG P L,,
,.NG P L,0.0
,NG.P L,1.0
,NG P.L,0.0
,NG P L.,0.0
,?.?,0.0
P JH,,
,.P JH,0.0
,P.JH,1.0
,P JH.,0.0
,?.?,0.0
M P L,,
,.M P L,0.012422360285714284
,M.P L,0.9437699982857143
,M P.L,0.04380764142857142
,M P L.,0.0
,?.?,0.0
G Y,,
,.G Y,0.473320158
,G.Y,0.5266798420000001
,G Y.,0.0
,?.?,0.0
R D B,,
,.R D B,0.0
,R.D B,0.045454545
,R D.B,0.954545455
,R D B.,0.0
,?.?,0.0
M M,,
,.M M,0.272727273
,M.M,0.681818182
,M M.,0.045454545
,?.?,0.0
M Y,,
,.M Y,0.82250494075
,M.Y,0.166131423
,M Y.,0.01136363625
,?.?,0.0
NG S T,,
,.NG S T,0.0444664030222332
,NG.S T,0.8656126484328063
,NG S.T,0.08992094854496048
,NG S T.,0.0
,?.?,0.0
JH P,,
,.JH P,0.0
,JH.P,1.0
,JH P.,0.0
,?.?,0.0
S P Y,,
,.S P Y,0.13636363613636365
,S.P Y,0.8181818188181817
,S P.Y,0.04545454504545454
,S P Y.,0.0
,?.?,0.0
T S T,,
,.T S T,0.0
,T.S T,0.954545455
,T S.T,0.045454545
,T S T.,0.0
,?.?,0.0
V T,,
,.V T,0.04545454504545454
,V.T,0.9090909099090909
,V T.,0.0
,?.?,0.04545454504545454
N B,,
,.N B,0.0
,N.B,1.0
,N B.,0.0
,?.?,0.0
M Z,,
,.M Z,0.0
,M.Z,0.926767677
,M Z.,0.073232323
,?.?,0.0
R F Y,,
,.R F Y,0.0
,R.F Y,0.909090909
,R F.Y,0.090909091
,R F Y.,0.0
,?.?,0.0
R T HH,,
,.R T HH,0.0
,R.T HH,0.106060606
,R T.HH,0.893939394
,R T HH.,0.0
,?.?,0.0
T G R,,
,.T G R,0.090909091
,T.G R,0.863636364
,T G.R,0.045454545
,T G R.,0.0
,?.?,0.0
B Z M,,
,.B Z M,0.04545454504545454
,B.Z M,0.18181818218181817
,B Z.M,0.7272727277272727
,B Z M.,0.04545454504545454
,?.?,0.0
R S T,,
,.R S T,0.045454545
,R.S T,0.954545455
,R S.T,0.0
,R S T.,0.0
,?.?,0.0
M F L,,
,.M F L,0.0
,M.F L,0.891304348
,M F.L,0.108695652
,M F L.,0.0
,?.?,0.0
TH N,,
,.TH N,0.0
,TH.N,1.0
,TH N.,0.0
,?.?,0.0
L S HH,,
,.L S HH,0.0
,L.S HH,0.090909091
,L S.HH,0.909090909
,L S HH.,0.0
,?.?,0.0
R M L,,
,.R M L,0.0
,R.M L,0.181818182
,R M.L,0.818181818
,R M L.,0.0
,?.?,0.0
K S K L,,
,.K S K L,0.0
,K.S K L,0.181818182
,K S.K L,0.818181818
,K S K.L,0.0
,?.?,0.0
F T S M,,
,.F T S M,0.0444664030222332
,F.T S M,0.17984189758992095
,F T.S M,0.19861660059930833
,F T S.M,0.5770750987885375
,?.?,0.0
R ZH W,,
,.R ZH W,0.0
,R.ZH W,0.5454545455454546
,R ZH.W,0.3181818183181818
,R ZH W.,0.0
,?.?,0.13636363613636365
DH Y,,
,.DH Y,0.772727273
,DH.Y,0.181818182
,DH Y.,0.045454545
,?.?,0.0
N S L,,
,.N S L,0.0
,N.S L,1.0
,N S.L,0.0
,N S L.,0.0
,?.?,0.0
R TH,,
,.R TH,0.0
,R.TH,0.6462450593333333
,R TH.,0.3537549406666667
,?.?,0.0
T D,,
,.T D,0.08893280633333332
,T.D,0.9110671936666667
,T D.,0.0
,?.?,0.0
D D,,
,.D D,0.13636363613636365
,D.D,0.8181818188181817
,D D.,0.04545454504545454
,?.?,0.0
R K L,,
,.R K L,0.0
,R.K L,1.0
,R K.L,0.0
,R K L.,0.0
,?.?,0.0
NG HH,,
,.NG HH,0.0
,NG.HH,1.0
,NG HH.,0.0
,?.?,0.0
N M,,
,.N M,0.04413702233333333
,N.M,0.9268774703333333
,N M.,0.02898550733333333
,?.?,0.0
R M P,,
,.R M P,0.0
,R.M P,0.090909091
,R M.P,0.909090909
,R M P.,0.0
,?.?,0.0
R G R,,
,.R G R,0.0
,R.G R,1.0
,R G.R,0.0
,R G R.,0.0
,?.?,0.0
NG G R,,
,.NG G R,0.0
,NG.G R,0.869565217
,NG G.R,0.130434783
,NG G R.,0.0
,?.?,0.0
K S K Y,,
,.K S K Y,0.043478261
,K.S K Y,0.347826087
,K S.K Y,0.565217391
,K S K.Y,0.043478261
,?.?,0.0
D B,,
,.D B,0.0217391305
,D.B,0.9782608695
,D B.,0.0
,?.?,0.0
V L,,
,.V L,0.1304347828695652
,V.L,0.826086956173913
,V L.,0.043478260956521735
,?.?,0.0
B S T R,,
,.B S T R,0.0
,B.S T R,0.9782608695
,B S.T R,0.0217391305
,B S T.R,0.0
,?.?,0.0
N D Z M,,
,.N D Z M,0.0
,N.D Z M,0.130434783
,N D.Z M,0.173913043
,N D Z.M,0.695652174
,?.?,0.0
DH D R,,
,.DH D R,0.086956522
,DH.D R,0.913043478
,DH D.R,0.0
,DH D R.,0.0
,?.?,0.0
M P T,,
,.M P T,0.0
,M.P T,0.173913043
,M P.T,0.782608696
,M P T.,0.043478261
,?.?,0.0
L S P,,
,.L S P,0.0
,L.S P,1.0
,L S.P,0.0
,L S P.,0.0
,?.?,0.0
R N M,,
,.R N M,0.0
,R.N M,0.043478261
,R N.M,0.956521739
,R N M.,0.0
,?.?,0.0
V N,,
,.V N,0.086956522
,V.N,0.869565217
,V N.,0.043478261
,?.?,0.0
M F,,
,.M F,0.0
,M.F,0.956521739
,M F.,0.043478261
,?.?,0.0
F S,,
,.F S,0.043478261
,F.S,0.956521739
,F S.,0.0
,?.?,0.0
S S P,,
,.S S P,0.1304347828695652
,S.S P,0.826086956173913
,S S.P,0.0
,S S P.,0.0
,?.?,0.043478260956521735
S HH,,
,.S HH,0.0652173915
,S.HH,0.9347826085
,S HH.,0.0
,?.?,0.0
D S T,,
,.D S T,0.217391304
,D.S T,0.695652174
,D S.T,0.086956522
,D S T.,0.0
,?.?,0.0
R M CH,,
,.R M CH,0.0
,R.M CH,0.086956522
,R M.CH,0.913043478
,R M CH.,0.0
,?.?,0.0
M T,,
,.M T,0.0
,M.T,1.0
,M T.,0.0
,?.?,0.0
R N P,,
,.R N P,0.0
,R.N P,0.086956522
,R N.P,0.913043478
,R N P.,0.0
,?.?,0.0
N S F Y,,
,.N S F Y,0.0
,N.S F Y,0.130434783
,N S.F Y,0.869565217
,N S F.Y,0.0
,?.?,0.0
R T L,,
,.R T L,0.014492753666666665
,R.T L,0.07130434766666667
,R T.L,0.8997101449999999
,R T L.,0.014492753666666665
,?.?,0.0
B W,,
,.B W,0.173913043
,B.W,0.826086957
,B W.,0.0
,?.?,0.0
K M,,
,.K M,0.028985507323671496
,K.M,0.9420289853526571
,K M.,0.0
,?.?,0.028985507323671496
K S F,,
,.K S F,0.0
,K.S F,0.1304347828695652
,K S.F,0.826086956173913
,K S F.,0.043478260956521735
,?.?,0.0
T TH R,,
,.T TH R,0.043478261000000004
,T.TH R,0.9130434780000001
,T TH.R,0.043478261000000004
,T TH R.,0.0
,?.?,0.0
L D L,,
,.L D L,0.0
,L.D L,0.260869565
,L D.L,0.739130435
,L D L.,0.0
,?.?,0.0
R K M,,
,.R K M,0.0
,R.K M,0.086956522
,R K.M,0.913043478
,R K M.,0.0
,?.?,0.0
R L D W,,
,.R L D W,0.0
,R.L D W,0.086956522
,R L.D W,0.217391304
,R L D.W,0.695652174
,?.?,0.0
N T N,,
,.N T N,0.043478261
,N.T N,0.217391304
,N T.N,0.739130435
,N T N.,0.0
,?.?,0.0
CH B,,
,.CH B,0.0
,CH.B,1.0
,CH B.,0.0
,?.?,0.0
S T HH,,
,.S T HH,0.043478261
,S.T HH,0.217391304
,S T.HH,0.739130435
,S T HH.,0.0
,?.?,0.0
P M,,
,.P M,0.0
,P.M,1.0
,P M.,0.0
,?.?,0.0
V W,,
,.V W,0.173913043
,V.W,0.826086957
,V W.,0.0
,?.?,0.0
T Z,,
,.T Z,0.173913043
,T.Z,0.782608696
,T Z.,0.043478261
,?.?,0.0
L S L,,
,.L S L,0.0
,L.S L,0.956521739
,L S.L,0.043478261
,L S L.,0.0
,?.?,0.0
TH R,,
,.TH R,0.956521739
,TH.R,0.043478261
,TH R.,0.0
,?.?,0.0
L D R,,
,.L D R,0.0
,L.D R,0.92
,L D.R,0.08000000000000002
,L D R.,0.0
,?.?,0.0
M P SH,,
,.M P SH,0.043478261
,M.P SH,0.173913043
,M P.SH,0.782608696
,M P SH.,0.0
,?.?,0.0
R T S HH,,
,.R T S HH,0.0
,R.T S HH,0.173913043
,R T.S HH,0.782608696
,R T S.HH,0.043478261
,?.?,0.0
Z W,,
,.Z W,0.086956522
,Z.W,0.913043478
,Z W.,0.0
,?.?,0.0
T K L,,
,.T K L,0.086956522
,T.K L,0.913043478
,T K.L,0.0
,T K L.,0.0
,?.?,0.0
M SH,,
,.M SH,0.0
,M.SH,1.0
,M SH.,0.0
,?.?,0.0
N Z V,,
,.N Z V,0.0
,N.Z V,0.130434783
,N Z.V,0.869565217
,N Z V.,0.0
,?.?,0.0
JH M,,
,.JH M,0.043478261
,JH.M,0.956521739
,JH M.,0.0
,?.?,0.0
P Y,,
,.P Y,0.739130435
,P.Y,0.173913043
,P Y.,0.0
,?.?,0.086956522
L M Z M,,
,.L M Z M,0.0
,L.M Z M,0.0
,L M.Z M,0.260869565
,L M Z.M,0.739130435
,?.?,0.0
K T R,,
,.K T R,0.043478261000000004
,K.T R,0.8070652175
,K T.R,0.14945652150000002
,K T R.,0.0
,?.?,0.0
D N,,
,.D N,0.0
,D.N,1.0
,D N.,0.0
,?.?,0.0
R G Y,,
,.R G Y,0.0
,R.G Y,0.782608696
,R G.Y,0.217391304
,R G Y.,0.0
,?.?,0.0
P S T R,,
,.P S T R,0.043478261000000004
,P.S T R,0.9130434780000001
,P S.T R,0.043478261000000004
,P S T.R,0.0
,?.?,0.0
R Z,,
,.R Z,0.0
,R.Z,0.913043478
,R Z.,0.086956522
,?.?,0.0
NG TH W,,
,.NG TH W,0.0
,NG.TH W,0.260869565
,NG TH.W,0.739130435
,NG TH W.,0.0
,?.?,0.0
N Z F,,
,.N Z F,0.0
,N.Z F,0.083333333
,N Z.F,0.916666667
,N Z F.,0.0
,?.?,0.0
S N,,
,.S N,0.041666667
,S.N,0.958333333
,S N.,0.0
,?.?,0.0
S T W,,
,.S T W,0.0
,S.T W,0.083333333
,S T.W,0.916666667
,S T W.,0.0
,?.?,0.0
T B R,,
,.T B R,0.0
,T.B R,0.958333333
,T B.R,0.0
,T B R.,0.041666667
,?.?,0.0
L D K,,
,.L D K,0.0
,L.D K,0.125
,L D.K,0.875
,L D K.,0.0
,?.?,0.0
T SH,,
,.T SH,0.083333333
,T.SH,0.916666667
,T SH.,0.0
,?.?,0.0
CH HH,,
,.CH HH,0.125
,CH.HH,0.875
,CH HH.,0.0
,?.?,0.0
S T N,,
,.S T N,0.041666667
,S.T N,0.125
,S T.N,0.833333333
,S T N.,0.0
,?.?,0.0
N D B,,
,.N D B,0.0
,N.D B,0.208333333
,N D.B,0.791666667
,N D B.,0.0
,?.?,0.0
M P T R,,
,.M P T R,0.041666667
,M.P T R,0.083333333
,M P.T R,0.791666667
,M P T.R,0.083333333
,?.?,0.0
F T B,,
,.F T B,0.0
,F.T B,0.083333333
,F T.B,0.916666667
,F T B.,0.0
,?.?,0.0
P W,,
,.P W,0.166666667
,P.W,0.833333333
,P W.,0.0
,?.?,0.0
R F R,,
,.R F R,0.0
,R.F R,1.0
,R F.R,0.0
,R F R.,0.0
,?.?,0.0
N T S M,,
,.N T S M,0.0
,N.T S M,0.2
,N T.S M,0.8
,N T S.M,0.0
,?.?,0.0
L P W,,
,.L P W,0.0
,L.P W,0.2
,L P.W,0.8
,L P W.,0.0
,?.?,0.0
R N B,,
,.R N B,0.0
,R.N B,0.0
,R N.B,1.0
,R N B.,0.0
,?.?,0.0
