Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax
"('S', 'L')",useless,X,0.401958325043898,0.598041674956102,0.0,0,XC,0,1,0,0,0,True,False
"('SH',)",usher,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,10,True,True
"('SH',)",usher,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,13,True,True
"('SH',)",usher,X,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,0,True,True
"('Z',)",lizard,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,14,True,True
"('Z',)",lizard,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,9,True,True
"('Z',)",lizard,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,True,True
"('S',)",docile,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,19,True,False
"('S',)",docile,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,3,True,False
"('S',)",docile,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,1,True,False
"('P',)",staple,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,22,True,False
"('P',)",staple,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,1,True,False
"('P',)",staple,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,True,False
"('N', 'JH')",vengeance,XC,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,0,1,0,0,True,True
"('N', 'JH')",vengeance,CX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,0,1,0,22,True,True
"('N', 'JH')",vengeance,CCX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,0,1,0,1,True,True
"('N', 'JH')",vengeance,X,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,0,1,0,0,True,True
"('K', 'T')",vector,XC,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,0,True,True
"('K', 'T')",vector,CX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,22,True,True
"('K', 'T')",vector,CCX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,1,True,True
"('K', 'T')",vector,X,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,0,True,True
"('G',)",niggard,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,11,True,True
"('G',)",niggard,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,12,True,True
"('G',)",niggard,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0,True,True
"('R',)",larynx,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,6,True,True
"('R',)",larynx,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,17,True,True
"('R',)",larynx,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True
"('N', 'S')",censor,XC,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,1,True,True
"('N', 'S')",censor,CX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,18,True,True
"('N', 'S')",censor,CCX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,4,True,True
"('N', 'S')",censor,X,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0,True,True
"('T', 'R')",retract,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,23,False,False
"('T', 'R')",retract,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('T', 'R')",retract,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('T', 'R')",retract,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('L', 'D')",elder,XC,0.0,0.9282887108162908,0.07171128918370917,0,CX,0.25,0.25,0.25,0,0,True,True
"('L', 'D')",elder,CX,0.0,0.9282887108162908,0.07171128918370917,0,CX,0.25,0.25,0.25,0,21,True,True
"('L', 'D')",elder,CCX,0.0,0.9282887108162908,0.07171128918370917,0,CX,0.25,0.25,0.25,0,2,True,True
"('L', 'D')",elder,X,0.0,0.9282887108162908,0.07171128918370917,0,CX,0.25,0.25,0.25,0,0,True,True
"('Z',)",chosen,XC,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,15,True,False
"('Z',)",chosen,CX,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,8,True,False
"('Z',)",chosen,X,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,0,True,False
"('F',)",affect,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,21,False,True
"('F',)",affect,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,2,False,True
"('F',)",affect,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,False,True
"('L', 'D', 'R')",doldrums,XC,0.0,0.7540075372837862,0.24599246271621372,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('L', 'D', 'R')",doldrums,CX,0.0,0.7540075372837862,0.24599246271621372,0.0,CX,0.25,0.25,0.25,0.25,23,True,False
"('L', 'D', 'R')",doldrums,CCX,0.0,0.7540075372837862,0.24599246271621372,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('L', 'D', 'R')",doldrums,CCCX,0.0,0.7540075372837862,0.24599246271621372,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('L', 'D', 'R')",doldrums,X,0.0,0.7540075372837862,0.24599246271621372,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('S', 'T')",castor,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,11,True,True
"('S', 'T')",castor,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,8,True,True
"('S', 'T')",castor,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,4,True,True
"('S', 'T')",castor,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,True,True
"('Z',)",present,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,16,True,True
"('Z',)",present,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,7,True,True
"('Z',)",present,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,True,True
"('N', 'S', 'T', 'R')",minstrel,XC,0.0,0.6798926026586187,0.30664983614915564,0.013457561192225617,CX,0.25,0.25,0.25,0.25,1,True,True
"('N', 'S', 'T', 'R')",minstrel,CX,0.0,0.6798926026586187,0.30664983614915564,0.013457561192225617,CX,0.25,0.25,0.25,0.25,13,True,True
"('N', 'S', 'T', 'R')",minstrel,CCX,0.0,0.6798926026586187,0.30664983614915564,0.013457561192225617,CX,0.25,0.25,0.25,0.25,8,True,True
"('N', 'S', 'T', 'R')",minstrel,CCCX,0.0,0.6798926026586187,0.30664983614915564,0.013457561192225617,CX,0.25,0.25,0.25,0.25,1,True,True
"('N', 'S', 'T', 'R')",minstrel,X,0.0,0.6798926026586187,0.30664983614915564,0.013457561192225617,CX,0.25,0.25,0.25,0.25,0,True,True
"('S', 'CH')",mischief,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('S', 'CH')",mischief,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True
"('S', 'CH')",mischief,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('S', 'CH')",mischief,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('L', 'M')",hallmark,XC,0.0,0.9840078530542725,0.015992146945727464,0,CX,0,1,0,0,0,True,False
"('L', 'M')",hallmark,CX,0.0,0.9840078530542725,0.015992146945727464,0,CX,0,1,0,0,22,True,False
"('L', 'M')",hallmark,CCX,0.0,0.9840078530542725,0.015992146945727464,0,CX,0,1,0,0,1,True,False
"('L', 'M')",hallmark,X,0.0,0.9840078530542725,0.015992146945727464,0,CX,0,1,0,0,0,True,False
"('D',)",body,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,20,True,False
"('D',)",body,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,3,True,False
"('D',)",body,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,True,False
"('M',)",climate,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,22,True,False
"('M',)",climate,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,1,True,False
"('M',)",climate,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,True,False
"('B',)",rebel,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,21,True,True
"('B',)",rebel,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,2,True,True
"('B',)",rebel,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0,True,True
"('N',)",renounce,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,22,False,True
"('N',)",renounce,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,1,False,True
"('N',)",renounce,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0,False,True
"('P',)",repent,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,23,False,True
"('P',)",repent,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('P',)",repent,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('K', 'S')",nexus,XC,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,4,True,True
"('K', 'S')",nexus,CX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,16,True,True
"('K', 'S')",nexus,CCX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,3,True,True
"('K', 'S')",nexus,X,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,0,True,True
"('S', 'T', 'M')",postmark,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('S', 'T', 'M')",postmark,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,1,True,False
"('S', 'T', 'M')",postmark,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,22,True,False
"('S', 'T', 'M')",postmark,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('S', 'T', 'M')",postmark,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('T',)",mitten,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,11,True,True
"('T',)",mitten,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,12,True,True
"('T',)",mitten,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,True
"('R',)",hairy,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,7,True,True
"('R',)",hairy,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,16,True,True
"('R',)",hairy,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,0,True,True
"('D',)",cadence,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,21,True,False
"('D',)",cadence,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,2,True,False
"('D',)",cadence,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,True,False
"('S', 'K', 'W')",misquote,XC,0.5524645124473929,0.40744703616520433,0.040088451387402815,0.0,CX,0,1,0,0,0,False,True
"('S', 'K', 'W')",misquote,CX,0.5524645124473929,0.40744703616520433,0.040088451387402815,0.0,CX,0,1,0,0,22,False,True
"('S', 'K', 'W')",misquote,CCX,0.5524645124473929,0.40744703616520433,0.040088451387402815,0.0,CX,0,1,0,0,1,False,True
"('S', 'K', 'W')",misquote,CCCX,0.5524645124473929,0.40744703616520433,0.040088451387402815,0.0,CX,0,1,0,0,0,False,True
"('S', 'K', 'W')",misquote,X,0.5524645124473929,0.40744703616520433,0.040088451387402815,0.0,CX,0,1,0,0,0,False,True
"('NG', 'G')",conga,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True
"('NG', 'G')",conga,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True
"('NG', 'G')",conga,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('NG', 'G')",conga,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('V',)",divine,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20,False,True
"('V',)",divine,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,3,False,True
"('V',)",divine,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('M', 'B')",symbol,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('M', 'B')",symbol,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True
"('M', 'B')",symbol,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True
"('M', 'B')",symbol,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'D', 'R')",handrail,XC,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,0,True,True
"('N', 'D', 'R')",handrail,CX,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,4,True,True
"('N', 'D', 'R')",handrail,CCX,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,19,True,True
"('N', 'D', 'R')",handrail,CCCX,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,0,True,True
"('N', 'D', 'R')",handrail,X,0.0,0.5517449729311679,0.4482550270688322,0.0,CX,0,0,1,0,0,True,True
"('M',)",hammock,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,15,True,True
"('M',)",hammock,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,8,True,True
"('M',)",hammock,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,True,True
"('T',)",batting,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,11,True,True
"('T',)",batting,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,12,True,True
"('T',)",batting,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0,True,True
"('N', 'SH')",pension,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True
"('N', 'SH')",pension,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True
"('N', 'SH')",pension,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('N', 'SH')",pension,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('M',)",remain,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,23,False,True
"('M',)",remain,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,True
"('M',)",remain,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,True
"('R', 'P')",purport,XC,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,0,True,True
"('R', 'P')",purport,CX,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,22,True,True
"('R', 'P')",purport,CCX,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,1,True,True
"('R', 'P')",purport,X,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,0,True,True
"('Z',)",resent,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,21,False,True
"('Z',)",resent,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,2,False,True
"('Z',)",resent,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('R',)",florid,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,3,True,True
"('R',)",florid,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,20,True,True
"('R',)",florid,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,0,True,True
"('S', 'T')",pastel,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,9,False,True
"('S', 'T')",pastel,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,12,False,True
"('S', 'T')",pastel,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,2,False,True
"('S', 'T')",pastel,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,False,True
"('N', 'T')",dental,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'T')",dental,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,21,True,True
"('N', 'T')",dental,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,2,True,True
"('N', 'T')",dental,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'P', 'SH')",gumption,XC,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,1,True,True
"('M', 'P', 'SH')",gumption,CX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,4,True,True
"('M', 'P', 'SH')",gumption,CCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,18,True,True
"('M', 'P', 'SH')",gumption,CCCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True
"('M', 'P', 'SH')",gumption,X,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True
"('K', 'S', 'T')",extant,XC,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0.25,0.25,0.25,0.25,0,True,True
"('K', 'S', 'T')",extant,CX,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0.25,0.25,0.25,0.25,10,True,True
"('K', 'S', 'T')",extant,CCX,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0.25,0.25,0.25,0.25,10,True,True
"('K', 'S', 'T')",extant,CCCX,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0.25,0.25,0.25,0.25,3,True,True
"('K', 'S', 'T')",extant,X,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0.25,0.25,0.25,0.25,0,True,True
"('R', 'T')",furtive,XC,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0,True,True
"('R', 'T')",furtive,CX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,23,True,True
"('R', 'T')",furtive,CCX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0,True,True
"('R', 'T')",furtive,X,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0,True,True
"('S', 'T')",restaurant,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,4,True,True
"('S', 'T')",restaurant,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,10,True,True
"('S', 'T')",restaurant,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,8,True,True
"('S', 'T')",restaurant,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,True,True
"('D',)",lady,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,23,True,False
"('D',)",lady,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,True,False
"('D',)",lady,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,True,False
"('S', 'T', 'L')",waistline,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,2,True,False
"('S', 'T', 'L')",waistline,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,3,True,False
"('S', 'T', 'L')",waistline,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,18,True,False
"('S', 'T', 'L')",waistline,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('S', 'T', 'L')",waistline,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('P', 'L')",replete,XC,0.7999655706662075,0.20003442933379237,0.0,0,XC,0.25,0.25,0.25,0,23,False,False
"('P', 'L')",replete,CX,0.7999655706662075,0.20003442933379237,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('P', 'L')",replete,CCX,0.7999655706662075,0.20003442933379237,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('P', 'L')",replete,X,0.7999655706662075,0.20003442933379237,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('P',)",repulse,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,22,False,False
"('P',)",repulse,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,1,False,False
"('P',)",repulse,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,False
"('K',)",hackle,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,13,True,True
"('K',)",hackle,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,9,True,True
"('K',)",hackle,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,1,True,True
"('D', 'R')",hydro,XC,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,22,True,False
"('D', 'R')",hydro,CX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,1,True,False
"('D', 'R')",hydro,CCX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('D', 'R')",hydro,X,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('G',)",lagoon,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,23,False,True
"('G',)",lagoon,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0,False,True
"('G',)",lagoon,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0,False,True
"('S',)",nascent,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,19,True,False
"('S',)",nascent,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,4,True,False
"('S',)",nascent,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,True,False
"('N', 'R')",enrage,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,False,True
"('N', 'R')",enrage,CX,0.0,1.0,0.0,0,CX,0,1,0,0,23,False,True
"('N', 'R')",enrage,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,False,True
"('N', 'R')",enrage,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,False,True
"('K', 'L')",reclaim,XC,0.5475793250606604,0.4524206749393396,0.0,0,XC,1,0,0,0,21,False,False
"('K', 'L')",reclaim,CX,0.5475793250606604,0.4524206749393396,0.0,0,XC,1,0,0,0,2,False,False
"('K', 'L')",reclaim,CCX,0.5475793250606604,0.4524206749393396,0.0,0,XC,1,0,0,0,0,False,False
"('K', 'L')",reclaim,X,0.5475793250606604,0.4524206749393396,0.0,0,XC,1,0,0,0,0,False,False
"('D', 'L')",bedlam,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True
"('D', 'L')",bedlam,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True
"('D', 'L')",bedlam,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('D', 'L')",bedlam,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('R', 'P')",harpoon,XC,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,0,False,False
"('R', 'P')",harpoon,CX,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,23,False,False
"('R', 'P')",harpoon,CCX,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,0,False,False
"('R', 'P')",harpoon,X,0.0,0.9461986189520831,0.05380138104791677,0,CX,0.25,0.25,0.25,0,0,False,False
"('M', 'S', 'T')",limestone,XC,0.0,1.0,0.0,0.0,CX,0,1,0,0,1,True,False
"('M', 'S', 'T')",limestone,CX,0.0,1.0,0.0,0.0,CX,0,1,0,0,20,True,False
"('M', 'S', 'T')",limestone,CCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,2,True,False
"('M', 'S', 'T')",limestone,CCCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,False
"('M', 'S', 'T')",limestone,X,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,False
"('N', 'D')",conduct,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,1,True,False
"('N', 'D')",conduct,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,22,True,False
"('N', 'D')",conduct,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,False
"('N', 'D')",conduct,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,False
"('R',)",morass,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,13,False,True
"('R',)",morass,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,10,False,True
"('R',)",morass,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,False,True
"('S',)",recite,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,23,False,True
"('S',)",recite,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,False,True
"('S',)",recite,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,False,True
"('K',)",knockout,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,8,True,False
"('K',)",knockout,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,14,True,False
"('K',)",knockout,X,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,1,True,False
"('S',)",precede,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,21,False,True
