Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency
"('R', 'T', 'L')",portly,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0
"('T',)",gratis,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,20
"('T',)",gratis,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,3
"('T',)",gratis,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('P', 'S')",knapsack,XC,0.0,0.797029702970297,0.20297029702970296,0,CX,0.25,0.25,0.25,0,3
"('P', 'S')",knapsack,CX,0.0,0.797029702970297,0.20297029702970296,0,CX,0.25,0.25,0.25,0,20
"('P', 'S')",knapsack,CCX,0.0,0.797029702970297,0.20297029702970296,0,CX,0.25,0.25,0.25,0,0
"('P', 'S')",knapsack,X,0.0,0.797029702970297,0.20297029702970296,0,CX,0.25,0.25,0.25,0,0
"('N', 'T')",counter,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,1
"('N', 'T')",counter,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,16
"('N', 'T')",counter,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,6
"('N', 'T')",counter,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0
"('T', 'L')",sprightly,XC,0.0,1.0,0.0,0,CX,0,1,0,0,4
"('T', 'L')",sprightly,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19
"('T', 'L')",sprightly,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('T', 'L')",sprightly,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('S', 'T')",musty,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,6
"('S', 'T')",musty,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,13
"('S', 'T')",musty,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,4
"('S', 'T')",musty,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,0
"('K',)",dicker,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,17
"('K',)",dicker,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,6
"('K',)",dicker,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('T',)",rotate,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,22
"('T',)",rotate,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1
"('T',)",rotate,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('L', 'F')",selfish,XC,0.0,0.9663316252792011,0.03366837472079884,0,CX,0,0,1,0,0
"('L', 'F')",selfish,CX,0.0,0.9663316252792011,0.03366837472079884,0,CX,0,0,1,0,19
"('L', 'F')",selfish,CCX,0.0,0.9663316252792011,0.03366837472079884,0,CX,0,0,1,0,4
"('L', 'F')",selfish,X,0.0,0.9663316252792011,0.03366837472079884,0,CX,0,0,1,0,0
"('M', 'B')",bamboo,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('M', 'B')",bamboo,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22
"('M', 'B')",bamboo,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",bamboo,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('G', 'N')",ignite,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('G', 'N')",ignite,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22
"('G', 'N')",ignite,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('G', 'N')",ignite,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",grumble,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,3
"('M', 'B')",grumble,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('M', 'B')",grumble,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",grumble,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('JH',)",cajole,XC,0.5922884283359673,0.40771157166403266,0,0,XC,0.25,0.25,0,0,22
"('JH',)",cajole,CX,0.5922884283359673,0.40771157166403266,0,0,XC,0.25,0.25,0,0,1
"('JH',)",cajole,X,0.5922884283359673,0.40771157166403266,0,0,XC,0.25,0.25,0,0,0
"('R', 'D')",sardine,XC,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0
"('R', 'D')",sardine,CX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,22
"('R', 'D')",sardine,CCX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,1
"('R', 'D')",sardine,X,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0
"('P',)",open,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,21
"('P',)",open,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,2
"('P',)",open,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0
"('T', 'R')",neutron,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,22
"('T', 'R')",neutron,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,1
"('T', 'R')",neutron,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0
"('T', 'R')",neutron,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0
"('M',)",remind,XC,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,22
"('M',)",remind,CX,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,1
"('M',)",remind,X,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0
"('N', 'N')",greenness,XC,0.0,1.0,0.0,0,CX,0,1,0,0,3
"('N', 'N')",greenness,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19
"('N', 'N')",greenness,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('N', 'N')",greenness,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('T', 'K', 'L')",outclass,XC,0.0,1.0,0.0,0.0,CX,0,1,0,0,2
"('T', 'K', 'L')",outclass,CX,0.0,1.0,0.0,0.0,CX,0,1,0,0,21
"('T', 'K', 'L')",outclass,CCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0
"('T', 'K', 'L')",outclass,CCCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0
"('T', 'K', 'L')",outclass,X,0.0,1.0,0.0,0.0,CX,0,1,0,0,0
"('SH',)",washer,XC,0.5459654871851051,0.45403451281489493,0,0,XC,1,0,0,0,18
"('SH',)",washer,CX,0.5459654871851051,0.45403451281489493,0,0,XC,1,0,0,0,5
"('SH',)",washer,X,0.5459654871851051,0.45403451281489493,0,0,XC,1,0,0,0,0
"('R',)",parrot,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,5
"('R',)",parrot,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,18
"('R',)",parrot,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0
"('D',)",rudder,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,18
"('D',)",rudder,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,4
"('D',)",rudder,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,1
"('L',)",bailiff,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,19
"('L',)",bailiff,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,4
"('L',)",bailiff,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('N', 'S')",consult,XC,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('N', 'S')",consult,CX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,23
"('N', 'S')",consult,CCX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('N', 'S')",consult,X,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('R', 'SH')",martial,XC,0.0,0.8209722806223113,0.17902771937768866,0,CX,0.25,0.25,0.25,0,0
"('R', 'SH')",martial,CX,0.0,0.8209722806223113,0.17902771937768866,0,CX,0.25,0.25,0.25,0,21
"('R', 'SH')",martial,CCX,0.0,0.8209722806223113,0.17902771937768866,0,CX,0.25,0.25,0.25,0,2
"('R', 'SH')",martial,X,0.0,0.8209722806223113,0.17902771937768866,0,CX,0.25,0.25,0.25,0,0
"('B', 'V')",obverse,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('B', 'V')",obverse,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('B', 'V')",obverse,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('B', 'V')",obverse,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('NG', 'G')",finger,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('NG', 'G')",finger,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('NG', 'G')",finger,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('NG', 'G')",finger,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('B',)",rubbish,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,15
"('B',)",rubbish,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,7
"('B',)",rubbish,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,1
"('B',)",rowboat,XC,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,23
"('B',)",rowboat,CX,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,0
"('B',)",rowboat,X,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,0
"('SH',)",gracious,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,21
"('SH',)",gracious,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,2
"('SH',)",gracious,X,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,0
"('N', 'K')",concave,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'K')",concave,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21
"('N', 'K')",concave,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('N', 'K')",concave,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('R', 'M')",surmise,XC,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0
"('R', 'M')",surmise,CX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,22
"('R', 'M')",surmise,CCX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,1
"('R', 'M')",surmise,X,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",temple,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,1
"('M', 'P')",temple,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,17
"('M', 'P')",temple,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,5
"('M', 'P')",temple,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('DH',)",other,XC,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,22
"('DH',)",other,CX,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,1
"('DH',)",other,X,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,0
"('NG', 'K')",lanky,XC,0.0,0.3890661044823895,0.6109338955176106,0,CX,0,0,1,0,1
"('NG', 'K')",lanky,CX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0,0,1,0,17
"('NG', 'K')",lanky,CCX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0,0,1,0,5
"('NG', 'K')",lanky,X,0.0,0.3890661044823895,0.6109338955176106,0,CX,0,0,1,0,0
"('N', 'D', 'HH')",roundhouse,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0
"('N', 'D', 'HH')",roundhouse,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,4
"('N', 'D', 'HH')",roundhouse,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,19
"('N', 'D', 'HH')",roundhouse,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0
"('N', 'D', 'HH')",roundhouse,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0
"('T',)",jitters,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,15
"('T',)",jitters,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,8
"('T',)",jitters,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('T',)",hotel,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,23
"('T',)",hotel,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('T',)",hotel,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('P',)",vapor,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,21
"('P',)",vapor,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,2
"('P',)",vapor,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0
"('T',)",return,XC,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,22
"('T',)",return,CX,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,1
"('T',)",return,X,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,0
"('K',)",coca,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,21
"('K',)",coca,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,2
"('K',)",coca,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('V',)",revise,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,23
"('V',)",revise,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('V',)",revise,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('N', 'D')",landing,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,0
"('N', 'D')",landing,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,17
"('N', 'D')",landing,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,6
"('N', 'D')",landing,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0,0,1,0,0
"('T',)",outing,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,16
"('T',)",outing,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,7
"('T',)",outing,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0
"('T',)",ditto,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,17
"('T',)",ditto,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,6
"('T',)",ditto,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('R',)",barracks,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,7
"('R',)",barracks,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,15
"('R',)",barracks,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,1
"('M', 'L')",comely,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'L')",comely,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,23
"('M', 'L')",comely,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'L')",comely,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('Z',)",result,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,23
"('Z',)",result,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0
"('Z',)",result,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0
"('M', 'P', 'R')",lamprey,XC,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,1
"('M', 'P', 'R')",lamprey,CX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,17
"('M', 'P', 'R')",lamprey,CCX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,5
"('M', 'P', 'R')",lamprey,CCCX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0
"('M', 'P', 'R')",lamprey,X,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0
"('T',)",retain,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,23
"('T',)",retain,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('T',)",retain,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('N', 'D')",landau,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",landau,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,18
"('N', 'D')",landau,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,5
"('N', 'D')",landau,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N', 'SH')",conscious,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'SH')",conscious,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22
"('N', 'SH')",conscious,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('N', 'SH')",conscious,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('T',)",retire,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,22
"('T',)",retire,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1
"('T',)",retire,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('B', 'L')",goblin,XC,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,17
"('B', 'L')",goblin,CX,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,6
"('B', 'L')",goblin,CCX,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,0
"('B', 'L')",goblin,X,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,0
"('T',)",water,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,22
"('T',)",water,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1
"('T',)",water,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('N', 'JH')",banjo,XC,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0
"('N', 'JH')",banjo,CX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,19
"('N', 'JH')",banjo,CCX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,4
"('N', 'JH')",banjo,X,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0
"('V',)",shiver,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,16
"('V',)",shiver,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,7
"('V',)",shiver,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('L',)",kilo,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,23
"('L',)",kilo,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('L',)",kilo,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('R',)",query,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,7
"('R',)",query,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,16
"('R',)",query,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0
"('N', 'S')",monsoon,XC,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('N', 'S')",monsoon,CX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,23
"('N', 'S')",monsoon,CCX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('N', 'S')",monsoon,X,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('N',)",banish,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,11
"('N',)",banish,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,12
"('N',)",banish,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('P', 'S', 'T')",sweepstakes,XC,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,0
"('P', 'S', 'T')",sweepstakes,CX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,22
"('P', 'S', 'T')",sweepstakes,CCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,1
"('P', 'S', 'T')",sweepstakes,CCCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,0
"('P', 'S', 'T')",sweepstakes,X,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,0
"('Z', 'L')",grisly,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('Z', 'L')",grisly,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21
"('Z', 'L')",grisly,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('Z', 'L')",grisly,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'SH')",camshaft,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('M', 'SH')",camshaft,CX,0.0,1.0,0.0,0,CX,0,1,0,0,23
"('M', 'SH')",camshaft,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('M', 'SH')",camshaft,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('CH',)",achieve,XC,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,20
"('CH',)",achieve,CX,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,1
"('CH',)",achieve,X,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,2
"('R', 'B')",barbell,XC,0.0,0.9278750302963965,0.07212496970360352,0,CX,0,1,0,0,0
"('R', 'B')",barbell,CX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0,1,0,0,23
"('R', 'B')",barbell,CCX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0,1,0,0,0
"('R', 'B')",barbell,X,0.0,0.9278750302963965,0.07212496970360352,0,CX,0,1,0,0,0
"('N', 'SH')",banshee,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('N', 'SH')",banshee,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21
"('N', 'SH')",banshee,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'SH')",banshee,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('T', 'F')",outfox,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('T', 'F')",outfox,CX,0.0,1.0,0.0,0,CX,0,1,0,0,22
"('T', 'F')",outfox,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('T', 'F')",outfox,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('S',)",possum,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,16
"('S',)",possum,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,7
"('S',)",possum,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0
"('M', 'B')",jumble,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",jumble,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22
"('M', 'B')",jumble,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('M', 'B')",jumble,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('T',)",outer,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,14
"('T',)",outer,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,9
"('T',)",outer,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0
"('Z', 'L')",grizzly,XC,0.0,1.0,0.0,0,CX,0,0,1,0,1
"('Z', 'L')",grizzly,CX,0.0,1.0,0.0,0,CX,0,0,1,0,22
"('Z', 'L')",grizzly,CCX,0.0,1.0,0.0,0,CX,0,0,1,0,0
"('Z', 'L')",grizzly,X,0.0,1.0,0.0,0,CX,0,0,1,0,0
"('B',)",ribbon,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,13
"('B',)",ribbon,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,10
"('B',)",ribbon,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0
"('K',)",rickets,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,10
"('K',)",rickets,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,13
"('K',)",rickets,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('R',)",error,XC,0.8002271942738329,0.19977280572616696,0,0,XC,1,0,0,0,4
"('R',)",error,CX,0.8002271942738329,0.19977280572616696,0,0,XC,1,0,0,0,19
"('R',)",error,X,0.8002271942738329,0.19977280572616696,0,0,XC,1,0,0,0,0
"('F',)",cafe,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,18
"('F',)",cafe,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,5
"('F',)",cafe,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0
