Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax,codaP,onsetP
"('M',)",glimmer,XC,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,15,True,True,0.9103498542274052,0.1994152046783626
"('M',)",glimmer,CX,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,7,True,True,0.08965014577259474,0.8005847953216375
"('M',)",glimmer,X,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('Z',)",gizzard,XC,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,11,True,True,0.9282794500185805,0.01012292118582791
"('Z',)",gizzard,CX,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,11,True,True,0.07172054998141955,0.9898770788141721
"('Z',)",gizzard,X,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('R',)",terror,XC,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,6,True,True,0.944185460501449,0.22083096186681847
"('R',)",terror,CX,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,16,True,True,0.055814539498551086,0.7791690381331815
"('R',)",terror,X,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('V',)",given,XC,0.5737859575335379,0.426214042466462,0,0,XC,0,1,0,0,10,True,True,0.9457344775365977,0.07170706899474488
"('V',)",given,CX,0.5737859575335379,0.426214042466462,0,0,XC,0,1,0,0,12,True,True,0.05426552246340232,0.9282929310052551
"('V',)",given,X,0.5737859575335379,0.426214042466462,0,0,XC,0,1,0,0,0,True,True,,
"('NG',)",gingham,XC,0.0,1.0,0,0,,0.25,0.25,0,0,0,True,True,0.8940586972083034,0.0
"('NG',)",gingham,CX,0.0,1.0,0,0,,0.25,0.25,0,0,22,True,True,0.10594130279169646,1.0
"('NG',)",gingham,X,0.0,1.0,0,0,,0.25,0.25,0,0,0,True,True,,
"('N', 'G', 'R')",gangrene,XC,0.0,1.0,0.0,0.0,CX,0.25,0.25,0.25,0.25,2,True,True,0.7205769230769231,0.0
"('N', 'G', 'R')",gangrene,CX,0.0,1.0,0.0,0.0,CX,0.25,0.25,0.25,0.25,19,True,True,0.27942307692307683,0.03248898678414097
"('N', 'G', 'R')",gangrene,CCX,0.0,1.0,0.0,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.2136563876651983
"('N', 'G', 'R')",gangrene,CCCX,0.0,1.0,0.0,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.7538546255506609
"('N', 'G', 'R')",gangrene,X,0.0,1.0,0.0,0.0,CX,0.25,0.25,0.25,0.25,1,True,True,,
"('NG', 'P', 'L')",gangplank,XC,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,True,0.8940586972083034,0.0
"('NG', 'P', 'L')",gangplank,CX,0.0,1.0,0.0,0.0,CX,0,1,0,0,22,True,True,0.10594130279169646,0.024034734067297257
"('NG', 'P', 'L')",gangplank,CCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,True,0.0,0.12684137075515586
"('NG', 'P', 'L')",gangplank,CCCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,True,0.0,0.8491238951775469
"('NG', 'P', 'L')",gangplank,X,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,True,True,,
"('SH',)",precious,XC,0.6197799593395078,0.38022004066049225,0,0,XC,0.25,0.25,0,0,16,True,True,0.9708511465215701,0.04665738161559889
"('SH',)",precious,CX,0.6197799593395078,0.38022004066049225,0,0,XC,0.25,0.25,0,0,6,True,True,0.029148853478429843,0.953342618384401
"('SH',)",precious,X,0.6197799593395078,0.38022004066049225,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('N',)",granite,XC,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,15,True,True,0.7205769230769231,0.0939774983454666
"('N',)",granite,CX,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,7,True,True,0.27942307692307683,0.9060225016545335
"('N',)",granite,X,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('B', 'R')",libra,XC,0.9018770734823855,0.09812292651761441,0.0,0,XC,0.25,0.25,0.25,0,19,True,False,0.9850157728706624,0.029951690821256045
"('B', 'R')",libra,CX,0.9018770734823855,0.09812292651761441,0.0,0,XC,0.25,0.25,0.25,0,3,True,False,0.014984227129337538,0.21421670117322295
"('B', 'R')",libra,CCX,0.9018770734823855,0.09812292651761441,0.0,0,XC,0.25,0.25,0.25,0,0,True,False,0.0,0.7558316080055211
"('B', 'R')",libra,X,0.9018770734823855,0.09812292651761441,0.0,0,XC,0.25,0.25,0.25,0,0,True,False,,
"('L',)",coolly,XC,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,15,True,False,0.7553674024795888,0.1299650460756276
"('L',)",coolly,CX,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,7,True,False,0.24463259752041122,0.8700349539243725
"('L',)",coolly,X,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('P',)",cooper,XC,0.8338660131144698,0.16613398688553027,0,0,XC,0.25,0.25,0,0,19,True,False,0.9565994383456726,0.1854826714264465
"('P',)",cooper,CX,0.8338660131144698,0.16613398688553027,0,0,XC,0.25,0.25,0,0,3,True,False,0.043400561654327284,0.8145173285735534
"('P',)",cooper,X,0.8338660131144698,0.16613398688553027,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('M', 'K')",gamecock,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,0.9103498542274052,0.0
"('M', 'K')",gamecock,CX,0.0,1.0,0.0,0,CX,0,1,0,0,22,True,False,0.08965014577259474,0.2479055074852356
"('M', 'K')",gamecock,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,0.0,0.7520944925147645
"('M', 'K')",gamecock,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,,
"('M', 'N')",hymnal,XC,0.0,1.0,0.0,0,CX,0,0,1,0,0,True,True,0.9103498542274052,0.0
"('M', 'N')",hymnal,CX,0.0,1.0,0.0,0,CX,0,0,1,0,22,True,True,0.08965014577259474,0.0939774983454666
"('M', 'N')",hymnal,CCX,0.0,1.0,0.0,0,CX,0,0,1,0,0,True,True,0.0,0.9060225016545335
"('M', 'N')",hymnal,X,0.0,1.0,0.0,0,CX,0,0,1,0,0,True,True,,
"('CH',)",gaucho,XC,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,20,True,False,0.9847568988173455,0.03557590700951039
"('CH',)",gaucho,CX,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,2,True,False,0.015243101182654399,0.9644240929904896
"('CH',)",gaucho,X,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('T',)",twitter,XC,0.38148849821433184,0.6185115017856682,0,0,XC,0.25,0.25,0,0,15,True,True,0.8192850114791734,0.119755666291593
"('T',)",twitter,CX,0.38148849821433184,0.6185115017856682,0,0,XC,0.25,0.25,0,0,7,True,True,0.18071498852082649,0.8802443337084069
"('T',)",twitter,X,0.38148849821433184,0.6185115017856682,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('N',)",genie,XC,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,15,True,False,0.7205769230769231,0.0939774983454666
"('N',)",genie,CX,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,7,True,False,0.27942307692307683,0.9060225016545335
"('N',)",genie,X,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('S', 'K')",gasket,XC,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,5,True,True,0.8319271758436945,0.02176541717049577
"('S', 'K')",gasket,CX,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,15,True,True,0.16440941385435165,0.24250974069595596
"('S', 'K')",gasket,CCX,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,2,True,True,0.0036634103019538176,0.7357248421335484
"('S', 'K')",gasket,X,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('R', 'N')",garnet,XC,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,0,True,False,0.9398043641835968,0.0
"('R', 'N')",garnet,CX,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,21,True,False,0.05555555555555555,0.0939774983454666
"('R', 'N')",garnet,CCX,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,1,True,False,0.004640080260847756,0.9060225016545335
"('R', 'N')",garnet,X,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('R', 'N')",garner,XC,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,0,True,False,0.9398043641835968,0.0
"('R', 'N')",garner,CX,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,19,True,False,0.05555555555555555,0.0939774983454666
"('R', 'N')",garner,CCX,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,3,True,False,0.004640080260847756,0.9060225016545335
"('R', 'N')",garner,X,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('R', 'T')",garter,XC,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,0,True,False,0.9362818590704649,0.0
"('R', 'T')",garter,CX,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,21,True,False,0.055347326336831586,0.119755666291593
"('R', 'T')",garter,CCX,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,1,True,False,0.008370814592703649,0.8802443337084069
"('R', 'T')",garter,X,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('T',)",photo,XC,0.38148849821433184,0.6185115017856682,0,0,XC,0.25,0.25,0,0,21,True,False,0.8192850114791734,0.119755666291593
"('T',)",photo,CX,0.38148849821433184,0.6185115017856682,0,0,XC,0.25,0.25,0,0,1,True,False,0.18071498852082649,0.8802443337084069
"('T',)",photo,X,0.38148849821433184,0.6185115017856682,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('D',)",ideal,XC,0.6641118416786628,0.3358881583213372,0,0,XC,0,1,0,0,21,False,False,0.8771067415730337,0.21693121693121697
"('D',)",ideal,CX,0.6641118416786628,0.3358881583213372,0,0,XC,0,1,0,0,1,False,False,0.12289325842696627,0.783068783068783
"('D',)",ideal,X,0.6641118416786628,0.3358881583213372,0,0,XC,0,1,0,0,0,False,False,,
"('R',)",fairy,XC,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,10,True,True,0.944185460501449,0.22083096186681847
"('R',)",fairy,CX,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,12,True,True,0.055814539498551086,0.7791690381331815
"('R',)",fairy,X,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('S', 'T')",custard,XC,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,13,True,True,0.7905897246544993,0.0523990860624524
"('S', 'T')",custard,CX,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,9,True,True,0.15624010971621474,0.11348057882711349
"('S', 'T')",custard,CCX,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,0,True,True,0.053170165629285775,0.8341203351104342
"('S', 'T')",custard,X,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('K',)",glucose,XC,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,21,True,False,0.882477626000942,0.2479055074852356
"('K',)",glucose,CX,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,1,True,False,0.11752237399905792,0.7520944925147645
"('K',)",glucose,X,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('P', 'JH')",flapjack,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.9565994383456726,0.0
"('P', 'JH')",flapjack,CX,0.0,1.0,0.0,0,CX,0,1,0,0,22,True,True,0.043400561654327284,0.06377158488630535
"('P', 'JH')",flapjack,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.0,0.9362284151136946
"('P', 'JH')",flapjack,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,,
"('NG', 'K')",tinkle,XC,0.0,0.8137350664963559,0.18626493350364418,0,CX,0.25,0.25,0.25,0,2,True,True,0.8869688720558646,0.0
"('NG', 'K')",tinkle,CX,0.0,0.8137350664963559,0.18626493350364418,0,CX,0.25,0.25,0.25,0,18,True,True,0.10510119540774054,0.2479055074852356
"('NG', 'K')",tinkle,CCX,0.0,0.8137350664963559,0.18626493350364418,0,CX,0.25,0.25,0.25,0,2,True,True,0.00792993253639484,0.7520944925147645
"('NG', 'K')",tinkle,X,0.0,0.8137350664963559,0.18626493350364418,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('L',)",fallout,XC,0.31565311098505777,0.6843468890149422,0,0,XC,0,1,0,0,4,True,True,0.7553674024795888,0.1299650460756276
"('L',)",fallout,CX,0.31565311098505777,0.6843468890149422,0,0,XC,0,1,0,0,18,True,True,0.24463259752041122,0.8700349539243725
"('L',)",fallout,X,0.31565311098505777,0.6843468890149422,0,0,XC,0,1,0,0,0,True,True,,
"('S',)",lacy,XC,0.5857147118969894,0.41428528810301046,0,0,XC,0,1,0,0,22,True,False,0.8349860724233983,0.2183842420782187
"('S',)",lacy,CX,0.5857147118969894,0.41428528810301046,0,0,XC,0,1,0,0,0,True,False,0.16501392757660163,0.7816157579217813
"('S',)",lacy,X,0.5857147118969894,0.41428528810301046,0,0,XC,0,1,0,0,0,True,False,,
"('M', 'P')",impose,XC,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,True,True,0.9048539000241487,0.0
"('M', 'P')",impose,CX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,21,True,True,0.08910891089108909,0.1854826714264465
"('M', 'P')",impose,CCX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,1,True,True,0.006037189084762133,0.8145173285735534
"('M', 'P')",impose,X,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R',)",serene,XC,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,17,False,True,0.944185460501449,0.22083096186681847
"('R',)",serene,CX,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,5,False,True,0.055814539498551086,0.7791690381331815
"('R',)",serene,X,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('L', 'Y')",valiant,XC,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,2,True,True,0.7553674024795888,0.00017574692442882248
"('L', 'Y')",valiant,CX,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,18,True,True,0.24463259752041122,0.0374340949033392
"('L', 'Y')",valiant,CCX,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,2,True,True,0.0,0.962390158172232
"('L', 'Y')",valiant,X,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('M', 'P', 'R')",impress,XC,0.0,0.8565788890038887,0.14342111099611138,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.9048539000241487,0.0
"('M', 'P', 'R')",impress,CX,0.0,0.8565788890038887,0.14342111099611138,0.0,CX,0.25,0.25,0.25,0.25,22,True,True,0.08910891089108909,0.08202716823406479
"('M', 'P', 'R')",impress,CCX,0.0,0.8565788890038887,0.14342111099611138,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.006037189084762133,0.20271682340647862
"('M', 'P', 'R')",impress,CCCX,0.0,0.8565788890038887,0.14342111099611138,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.7152560083594567
"('M', 'P', 'R')",impress,X,0.0,0.8565788890038887,0.14342111099611138,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,,
"('M', 'P', 'L')",implant,XC,0.0,0.7366218043660249,0.26337819563397513,0.0,CX,0,1,0,0,0,True,True,0.9048539000241487,0.0
"('M', 'P', 'L')",implant,CX,0.0,0.7366218043660249,0.26337819563397513,0.0,CX,0,1,0,0,21,True,True,0.08910891089108909,0.024034734067297257
"('M', 'P', 'L')",implant,CCX,0.0,0.7366218043660249,0.26337819563397513,0.0,CX,0,1,0,0,1,True,True,0.006037189084762133,0.12684137075515586
"('M', 'P', 'L')",implant,CCCX,0.0,0.7366218043660249,0.26337819563397513,0.0,CX,0,1,0,0,0,True,True,0.0,0.8491238951775469
"('M', 'P', 'L')",implant,X,0.0,0.7366218043660249,0.26337819563397513,0.0,CX,0,1,0,0,0,True,True,,
"('R', 'G')",forego,XC,0.0,0.968006169737903,0.03199383026209701,0,CX,0,1,0,0,0,False,True,0.944066515495087,0.0
"('R', 'G')",forego,CX,0.0,0.968006169737903,0.03199383026209701,0,CX,0,1,0,0,22,False,True,0.055807508188460565,0.06393162393162394
"('R', 'G')",forego,CCX,0.0,0.968006169737903,0.03199383026209701,0,CX,0,1,0,0,0,False,True,0.00012597631645250691,0.936068376068376
"('R', 'G')",forego,X,0.0,0.968006169737903,0.03199383026209701,0,CX,0,1,0,0,0,False,True,,
"('G', 'Y')",legume,XC,0.21560504056620058,0.7843949594337994,0.0,0,XC,0.25,0.25,0.25,0,17,True,True,0.9832065074783523,0.00017574692442882248
"('G', 'Y')",legume,CX,0.21560504056620058,0.7843949594337994,0.0,0,XC,0.25,0.25,0.25,0,5,True,True,0.01679349252164786,0.0374340949033392
"('G', 'Y')",legume,CCX,0.21560504056620058,0.7843949594337994,0.0,0,XC,0.25,0.25,0.25,0,0,True,True,0.0,0.962390158172232
"('G', 'Y')",legume,X,0.21560504056620058,0.7843949594337994,0.0,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('M', 'P')",impart,XC,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,True,True,0.9048539000241487,0.0
"('M', 'P')",impart,CX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,22,True,True,0.08910891089108909,0.1854826714264465
"('M', 'P')",impart,CCX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,True,True,0.006037189084762133,0.8145173285735534
"('M', 'P')",impart,X,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('S', 'W')",housewife,XC,0.4291695756667107,0.5708304243332893,0.0,0,XC,0,1,0,0,2,True,False,0.8349860724233983,0.014438676184295913
"('S', 'W')",housewife,CX,0.4291695756667107,0.5708304243332893,0.0,0,XC,0,1,0,0,20,True,False,0.16501392757660163,0.09717715768981182
"('S', 'W')",housewife,CCX,0.4291695756667107,0.5708304243332893,0.0,0,XC,0,1,0,0,0,True,False,0.0,0.8883841661258923
"('S', 'W')",housewife,X,0.4291695756667107,0.5708304243332893,0.0,0,XC,0,1,0,0,0,True,False,,
"('K',)",tickle,XC,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,11,True,True,0.882477626000942,0.2479055074852356
"('K',)",tickle,CX,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,11,True,True,0.11752237399905792,0.7520944925147645
"('K',)",tickle,X,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('K', 'S', 'CH')",mixture,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,1,True,True,0.8638616714697407,0.0
"('K', 'S', 'CH')",mixture,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,3,True,True,0.11504322766570603,0.0
"('K', 'S', 'CH')",mixture,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,18,True,True,0.021095100864553313,0.03557590700951039
"('K', 'S', 'CH')",mixture,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,True,0.0,0.9644240929904896
"('K', 'S', 'CH')",mixture,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,True,,
"('L', 'T')",yuletide,XC,0.0,0.8594441822229003,0.14055581777709963,0,CX,0,1,0,0,0,True,False,0.7512781954887218,0.0
"('L', 'T')",yuletide,CX,0.0,0.8594441822229003,0.14055581777709963,0,CX,0,1,0,0,22,True,False,0.2433082706766917,0.119755666291593
"('L', 'T')",yuletide,CCX,0.0,0.8594441822229003,0.14055581777709963,0,CX,0,1,0,0,0,True,False,0.005413533834586466,0.8802443337084069
"('L', 'T')",yuletide,X,0.0,0.8594441822229003,0.14055581777709963,0,CX,0,1,0,0,0,True,False,,
"('T', 'HH')",outhouse,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,0.8192850114791734,0.0
"('T', 'HH')",outhouse,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20,True,False,0.18071498852082649,0.1406151914626491
"('T', 'HH')",outhouse,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,2,True,False,0.0,0.8593848085373509
"('T', 'HH')",outhouse,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,,
"('M',)",comma,XC,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,18,True,False,0.9103498542274052,0.1994152046783626
"('M',)",comma,CX,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,4,True,False,0.08965014577259474,0.8005847953216375
"('M',)",comma,X,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('R', 'D')",hurdle,XC,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,0,True,True,0.9302383316782524,0.0
"('R', 'D')",hurdle,CX,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,18,True,True,0.05499006951340615,0.21693121693121697
"('R', 'D')",hurdle,CCX,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,4,True,True,0.014771598808341611,0.783068783068783
"('R', 'D')",hurdle,X,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('T', 'F')",outfit,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,0.8192850114791734,0.0
"('T', 'F')",outfit,CX,0.0,1.0,0.0,0,CX,0,1,0,0,22,True,False,0.18071498852082649,0.1375019688139865
"('T', 'F')",outfit,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,0.0,0.8624980311860135
"('T', 'F')",outfit,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,,
"('M',)",humid,XC,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,18,True,False,0.9103498542274052,0.1994152046783626
"('M',)",humid,CX,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,4,True,False,0.08965014577259474,0.8005847953216375
"('M',)",humid,X,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('L',)",hula,XC,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,21,True,False,0.7553674024795888,0.1299650460756276
"('L',)",hula,CX,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,1,True,False,0.24463259752041122,0.8700349539243725
"('L',)",hula,X,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('R', 'M')",fireman,XC,0.0,0.7243108730779004,0.2756891269220995,0,CX,0,1,0,0,0,True,False,0.9392154405313949,0.0
"('R', 'M')",fireman,CX,0.0,0.7243108730779004,0.2756891269220995,0,CX,0,1,0,0,22,True,False,0.05552074194761248,0.1994152046783626
"('R', 'M')",fireman,CCX,0.0,0.7243108730779004,0.2756891269220995,0,CX,0,1,0,0,0,True,False,0.0052638175209926055,0.8005847953216375
"('R', 'M')",fireman,X,0.0,0.7243108730779004,0.2756891269220995,0,CX,0,1,0,0,0,True,False,,
"('M',)",humane,XC,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,22,False,False,0.9103498542274052,0.1994152046783626
"('M',)",humane,CX,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,False,False,0.08965014577259474,0.8005847953216375
"('M',)",humane,X,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,False,False,,
"('N', 'S', 'P')",inspire,XC,0.0,0.5640667599555145,0.4359332400444855,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.6969217892681112,0.0
"('N', 'S', 'P')",inspire,CX,0.0,0.5640667599555145,0.4359332400444855,0.0,CX,0.25,0.25,0.25,0.25,20,True,True,0.27025016274528035,0.02832779303367539
"('N', 'S', 'P')",inspire,CCX,0.0,0.5640667599555145,0.4359332400444855,0.0,CX,0.25,0.25,0.25,0.25,2,True,True,0.032828047986608384,0.18022835669894494
"('N', 'S', 'P')",inspire,CCCX,0.0,0.5640667599555145,0.4359332400444855,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.7914438502673797
"('N', 'S', 'P')",inspire,X,0.0,0.5640667599555145,0.4359332400444855,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,,
"('L',)",collect,XC,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,15,False,True,0.7553674024795888,0.1299650460756276
"('L',)",collect,CX,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,7,False,True,0.24463259752041122,0.8700349539243725
"('L',)",collect,X,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('L',)",colleague,XC,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,14,True,False,0.7553674024795888,0.1299650460756276
"('L',)",colleague,CX,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,8,True,False,0.24463259752041122,0.8700349539243725
"('L',)",colleague,X,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('N', 'S')",inset,XC,0.0,0.696979938575447,0.303020061424553,0,CX,0,1,0,0,0,True,True,0.6969217892681112,0.0
"('N', 'S')",inset,CX,0.0,0.696979938575447,0.303020061424553,0,CX,0,1,0,0,22,True,True,0.27025016274528035,0.2183842420782187
"('N', 'S')",inset,CCX,0.0,0.696979938575447,0.303020061424553,0,CX,0,1,0,0,0,True,True,0.032828047986608384,0.7816157579217813
"('N', 'S')",inset,X,0.0,0.696979938575447,0.303020061424553,0,CX,0,1,0,0,0,True,True,,
"('F', 'L')",aflame,XC,0.9142967822693265,0.0857032177306734,0.0,0,XC,1,0,0,0,20,False,True,0.9801203243526027,0.02735280482151136
"('F', 'L')",aflame,CX,0.9142967822693265,0.0857032177306734,0.0,0,XC,1,0,0,0,2,False,True,0.019879675647397326,0.12641013753670222
