Word,# of Medial Consonants,# of .C*,# of C.*,# of CC.*,# of CCC.*,# of ?,prop. of .C*,prop. of C.*,prop. of CC.*,prop. of CCC.*,prop. of ?
crayfish,1,22,0,0,0,0,1,0,0,0,0
exalt,2,0,19,3,0,0,0,0.863636364,0.136363636,0,0
cloture,1,18,3,0,0,1,0.818181818,0.136363636,0,0,0.045454545
excerpt,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
extract,4,0,12,10,0,0,0,0.545454545,0.454545455,0,0
hatching,1,11,11,0,0,0,0.5,0.5,0,0,0
barrage,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
craftsman,4,1,6,3,12,0,0.045454545,0.272727273,0.136363636,0.545454545,0
extern,3,0,5,16,1,0,0,0.227272727,0.727272727,0.045454545,0
critic,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
aright,1,22,0,0,0,0,1,0,0,0,0
expect,3,0,10,12,0,0,0,0.454545455,0.545454545,0,0
crafty,2,1,13,8,0,0,0.045454545,0.590909091,0.363636364,0,0
export,3,0,4,18,0,0,0,0.181818182,0.818181818,0,0
lather,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
cluster,2,9,13,0,0,0,0.409090909,0.590909091,0,0,0
clover,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
cobbler,2,10,11,1,0,0,0.454545455,0.5,0.045454545,0,0
bourgeois,3,0,12,7,0,3,0,0.545454545,0.318181818,0,0.136363636
latent,1,20,1,0,0,1,0.909090909,0.045454545,0,0,0.045454545
leaping,1,11,11,0,0,0,0.5,0.5,0,0,0
lectern,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
lecture,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
lavish,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
leaden,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
castle,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
language,3,1,17,4,0,0,0.045454545,0.772727273,0.181818182,0,0
dither,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
kebob,1,22,0,0,0,0,1,0,0,0,0
landlocked,3,0,1,21,0,0,0,0.045454545,0.954545455,0,0
landmark,3,0,7,15,0,0,0,0.318181818,0.681818182,0,0
stanchion,2,0,21,0,0,1,0,0.954545455,0,0,0.045454545
tallow,1,11,9,0,0,2,0.5,0.409090909,0,0,0.090909091
larva,2,0,22,0,0,0,0,1,0,0,0
languish,3,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
blemish,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
larder,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
letter,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
clearing,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
level,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
cloister,2,11,10,1,0,0,0.5,0.454545455,0.045454545,0,0
borrow,1,6,16,0,0,0,0.272727273,0.727272727,0,0,0
malmsey,2,0,22,0,0,0,0,1,0,0,0
licence,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
occlude,2,16,5,1,0,0,0.727272727,0.227272727,0.045454545,0,0
dollar,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
clearance,1,3,19,0,0,0,0.136363636,0.863636364,0,0,0
headstall,3,0,20,2,0,0,0,0.909090909,0.090909091,0,0
trochee,1,19,1,0,0,2,0.863636364,0.045454545,0,0,0.090909091
batter,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
cliche,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
clothier,2,17,4,1,0,0,0.772727273,0.181818182,0.045454545,0,0
leery,1,7,15,0,0,0,0.318181818,0.681818182,0,0,0
onslaught,3,0,22,0,0,0,0,1,0,0,0
leopard,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
lepton,2,0,22,0,0,0,0,1,0,0,0
picklock,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
impasse,2,0,22,0,0,0,0,1,0,0,0
absurd,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
public,2,10,12,0,0,0,0.454545455,0.545454545,0,0,0
slipper,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
lubber,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
fracas,1,19,2,0,0,1,0.863636364,0.090909091,0,0,0.045454545
hoarding,2,0,17,5,0,0,0,0.772727273,0.227272727,0,0
coffin,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
northeast,2,0,13,9,0,0,0,0.590909091,0.409090909,0,0
gruesome,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
killing,1,4,18,0,0,0,0.181818182,0.818181818,0,0,0
tonight,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
kernel,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
kettle,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
jungle,2,0,22,0,0,0,0,1,0,0,0
agree,2,19,3,0,0,0,0.863636364,0.136363636,0,0,0
julep,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
weevil,1,17,3,0,0,2,0.772727273,0.136363636,0,0,0.090909091
jumbo,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
gazette,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
metre,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
shaken,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
lira,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
cogwheel,2,7,14,0,0,1,0.318181818,0.636363636,0,0,0.045454545
colic,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
escape,2,10,11,1,0,0,0.454545455,0.5,0.045454545,0,0
mavis,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
laggard,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
kinship,2,0,22,0,0,0,0,1,0,0,0
capeskin,3,2,20,0,0,0,0.090909091,0.909090909,0,0,0
ladder,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
anvil,2,0,22,0,0,0,0,1,0,0,0
lancet,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
cobra,2,20,2,0,0,0,0.909090909,0.090909091,0,0,0
outdoor,2,3,19,0,0,0,0.136363636,0.863636364,0,0,0
lament,1,22,0,0,0,0,1,0,0,0,0
midday,2,3,18,1,0,0,0.136363636,0.818181818,0.045454545,0,0
kitten,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
kitty,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
riffraff,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
kindly,3,0,6,16,0,0,0,0.272727273,0.727272727,0,0
codfish,2,0,22,0,0,0,0,1,0,0,0
cocky,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
cockney,2,1,20,0,0,1,0.045454545,0.909090909,0,0,0.045454545
lacquer,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
foreclose,3,0,22,0,0,0,0,1,0,0,0
parry,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
knicknack,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
malformed,2,1,19,2,0,0,0.045454545,0.863636364,0.090909091,0,0
missal,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
lyric,1,7,15,0,0,0,0.318181818,0.681818182,0,0,0
tanner,1,7,15,0,0,0,0.318181818,0.681818182,0,0,0
plebes,1,14,6,0,0,2,0.636363636,0.272727273,0,0,0.090909091
mammal,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
relax,1,22,0,0,0,0,1,0,0,0,0
forbode,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
choral,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
choppy,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
giblet,2,5,17,0,0,0,0.227272727,0.772727273,0,0,0
chrism,1,12,9,0,0,1,0.545454545,0.409090909,0,0,0.045454545
macaw,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
napkin,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
comment,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
lusty,2,8,13,0,0,1,0.363636364,0.590909091,0,0,0.045454545
madder,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
chowder,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
parcel,2,0,22,0,0,0,0,1,0,0,0
astound,2,19,2,1,0,0,0.863636364,0.090909091,0.045454545,0,0
nomad,1,22,0,0,0,0,1,0,0,0,0
madden,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
marquess,3,0,20,2,0,0,0,0.909090909,0.090909091,0,0
marquise,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
washout,1,3,19,0,0,0,0.136363636,0.863636364,0,0,0
pesky,2,5,17,0,0,0,0.227272727,0.772727273,0,0,0
exploit,4,1,4,16,1,0,0.045454545,0.181818182,0.727272727,0.045454545,0
marmot,2,0,22,0,0,0,0,1,0,0,0
glowworm,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
ragged,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
peddle,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
concert,2,0,22,0,0,0,0,1,0,0,0
marshal,2,0,17,5,0,0,0,0.772727273,0.227272727,0,0
marten,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
manhood,2,0,22,0,0,0,0,1,0,0,0
mankind,2,0,22,0,0,0,0,1,0,0,0
manful,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
propound,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
colored,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
marble,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
union,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
chemise,1,15,5,0,0,2,0.681818182,0.227272727,0,0,0.090909091
mansard,2,2,18,2,0,0,0.090909091,0.818181818,0.090909091,0,0
mansion,2,0,22,0,0,0,0,1,0,0,0
cherish,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
lintel,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
lining,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
feeble,1,20,1,0,0,1,0.909090909,0.045454545,0,0,0.045454545
stronghold,2,0,22,0,0,0,0,1,0,0,0
lineman,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
little,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
city,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
livid,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
liquor,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
liter,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
mercer,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
lighter,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
lightsome,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
clatter,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
lifelong,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
lifer,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
limekiln,2,0,20,0,0,2,0,0.909090909,0,0,0.090909091
static,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
limit,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
network,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
anchor,2,1,17,4,0,0,0.045454545,0.772727273,0.181818182,0,0
limeade,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
drawstring,3,20,2,0,0,0,0.909090909,0.090909091,0,0,0
armpit,3,0,2,20,0,0,0,0.090909091,0.909090909,0,0
lowbrow,2,21,1,0,0,0,0.954545455,0.045454545,0,0,0
lobster,3,3,19,0,0,0,0.136363636,0.863636364,0,0,0
pinup,1,3,19,0,0,0,0.136363636,0.863636364,0,0,0
postscript,3,10,11,1,0,0,0.454545455,0.5,0.045454545,0,0
tombstone,3,0,20,1,1,0,0,0.909090909,0.045454545,0.045454545,0
luggage,1,6,16,0,0,0,0.272727273,0.727272727,0,0,0
chubby,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
adjust,1,17,4,0,0,1,0.772727273,0.181818182,0,0,0.045454545
lozenge,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
cider,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
locate,1,22,0,0,0,0,1,0,0,0,0
subject,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
living,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
usurp,1,22,0,0,0,0,1,0,0,0,0
citrus,2,13,8,0,0,1,0.590909091,0.363636364,0,0,0.045454545
circa,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
lookout,1,7,15,0,0,0,0.318181818,0.681818182,0,0,0
cipher,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
lockjaw,2,0,22,0,0,0,0,1,0,0,0
locus,1,22,0,0,0,0,1,0,0,0,0
yearlong,2,0,22,0,0,0,0,1,0,0,0
cola,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
collage,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
utile,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
cohort,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
transcript,4,0,17,5,0,0,0,0.772727273,0.227272727,0,0
juicy,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
invite,2,0,22,0,0,0,0,1,0,0,0
margrave,3,0,22,0,0,0,0,1,0,0,0
octave,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
itself,2,1,16,5,0,0,0.045454545,0.727272727,0.227272727,0,0
issue,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
jealous,1,8,14,0,0,0,0.363636364,0.636363636,0,0,0
jolly,1,11,11,0,0,0,0.5,0.5,0,0,0
mobster,3,1,21,0,0,0,0.045454545,0.954545455,0,0,0
quinine,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
sonar,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
jigger,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
fabric,2,14,9,0,0,0,0.608695652,0.391304348,0,0,0
tennis,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
faction,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
angry,3,0,20,3,0,0,0,0.869565217,0.130434783,0,0
extra,4,1,7,14,1,0,0.043478261,0.304347826,0.608695652,0.043478261,0
civet,1,15,7,0,0,1,0.652173913,0.304347826,0,0,0.043478261
mustang,2,8,14,1,0,0,0.347826087,0.608695652,0.043478261,0,0
piggish,1,11,11,0,0,1,0.47826087,0.47826087,0,0,0.043478261
terrace,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
cradle,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
contrive,3,1,22,0,0,0,0.043478261,0.956521739,0,0,0
magnet,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
tenpin,2,0,23,0,0,0,0,1,0,0,0
discharge,2,0,23,0,0,0,0,1,0,0,0
skinflint,3,0,22,1,0,0,0,0.956521739,0.043478261,0,0
hearten,2,0,15,8,0,0,0,0.652173913,0.347826087,0,0
textile,3,1,5,17,0,0,0.043478261,0.217391304,0.739130435,0,0
excuse,4,1,8,13,1,0,0.043478261,0.347826087,0.565217391,0.043478261,0
cravat,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
thyroid,1,23,0,0,0,0,1,0,0,0,0
tidal,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
cassette,1,16,6,0,0,1,0.695652174,0.260869565,0,0,0.043478261
valor,1,13,9,0,0,1,0.565217391,0.391304348,0,0,0.043478261
tidbit,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
inflame,3,0,23,0,0,0,0,1,0,0,0
lively,2,3,19,1,0,0,0.130434783,0.826086957,0.043478261,0,0
mundane,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
medal,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
stilted,2,0,19,4,0,0,0,0.826086957,0.173913043,0,0
locale,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
expire,3,0,12,11,0,0,0,0.52173913,0.47826087,0,0
trestle,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
argot,2,1,20,1,0,1,0.043478261,0.869565217,0.043478261,0,0.043478261
thither,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
stringy,1,1,22,0,0,0,0.043478261,0.956521739,0,0,0
tankard,2,0,15,8,0,0,0,0.652173913,0.347826087,0,0
steerage,1,2,21,0,0,0,0.086956522,0.913043478,0,0,0
pleasant,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
largo,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
fatty,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
applied,2,20,3,0,0,0,0.869565217,0.130434783,0,0,0
anode,1,20,2,0,0,1,0.869565217,0.086956522,0,0,0.043478261
tardy,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
tannin,1,7,15,0,0,1,0.304347826,0.652173913,0,0,0.043478261
tantrum,3,0,19,2,2,0,0,0.826086957,0.086956522,0.086956522,0
redeem,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
ante,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
stolid,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
civil,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
feckless,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
linseed,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
magpie,2,0,23,0,0,0,0,1,0,0,0
abstract,4,0,22,1,0,0,0,0.956521739,0.043478261,0,0
talent,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
vita,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
fealty,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
narrate,1,6,17,0,0,0,0.260869565,0.739130435,0,0,0
muffin,1,12,10,0,0,1,0.52173913,0.434782609,0,0,0.043478261
landsman,4,0,3,4,16,0,0,0.130434783,0.173913043,0.695652174,0
slicker,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
withdraw,3,2,21,0,0,0,0.086956522,0.913043478,0,0,0
anneal,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
pewter,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
fallen,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
moral,1,4,19,0,0,0,0.173913043,0.826086957,0,0,0
annals,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
cerecloth,3,0,22,0,0,1,0,0.956521739,0,0,0.043478261
farthing,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
carry,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
nabob,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
pickup,1,7,16,0,0,0,0.304347826,0.695652174,0,0,0
offal,1,12,10,0,0,1,0.52173913,0.434782609,0,0,0.043478261
tarpon,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
hussy,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
myself,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
crosspiece,2,5,18,0,0,0,0.217391304,0.782608696,0,0,0
junta,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
tatter,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
lissome,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
tragic,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
cater,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
longhand,2,0,23,0,0,0,0,1,0,0,0
tractor,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
famine,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
traffic,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
transept,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
empty,3,0,4,18,1,0,0,0.173913043,0.782608696,0.043478261,0
allspice,3,0,23,0,0,0,0,1,0,0,0
crinkle,2,2,16,5,0,0,0.086956522,0.695652174,0.217391304,0,0
transcend,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
logic,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
intense,2,0,23,0,0,0,0,1,0,0,0
equal,2,20,3,0,0,0,0.869565217,0.130434783,0,0,0
etude,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
morrow,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
entrust,3,0,23,0,0,0,0,1,0,0,0
cornmeal,3,0,1,22,0,0,0,0.043478261,0.956521739,0,0
allude,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
ethyl,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
towhead,1,23,0,0,0,0,1,0,0,0,0
entrance,3,0,23,0,0,0,0,1,0,0,0
elate,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
lorry,1,8,15,0,0,0,0.347826087,0.652173913,0,0,0
lousy,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
infect,2,0,23,0,0,0,0,1,0,0,0
renal,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
treason,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
function,3,0,10,13,0,0,0,0.434782609,0.565217391,0,0
welkin,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
inlay,2,0,23,0,0,0,0,1,0,0,0
brother,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
therein,1,4,19,0,0,0,0.173913043,0.826086957,0,0,0
transpire,3,1,17,5,0,0,0.043478261,0.739130435,0.217391304,0,0
christen,1,8,14,0,0,1,0.347826087,0.608695652,0,0,0.043478261
cozy,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
fever,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
yardarm,2,0,10,13,0,0,0,0.434782609,0.565217391,0,0
longing,1,2,21,0,0,0,0.086956522,0.913043478,0,0,0
sinus,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
gismo,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
emcee,2,0,23,0,0,0,0,1,0,0,0
metric,2,20,3,0,0,0,0.869565217,0.130434783,0,0,0
crisis,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
evolve,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
essence,1,8,15,0,0,0,0.347826087,0.652173913,0,0,0
evening,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
mover,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
loci,1,19,2,0,0,2,0.826086957,0.086956522,0,0,0.086956522
wafer,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
gunny,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
delude,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
comfort,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
